Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
21,drone_6,12.140,4.802,9.179,11.575,"3.1491533967014873,7.304700364470734,0.4241605135948467;17.633450898587764,3.44724099686793,0.46193489645717356;16.361675295953926,3.4175054650125523,0.6274244493766618;16.58217459889281,16.51346427720999,2.3266071962297596;5.453537426184974,5.7922674342673774,0.2716116010937622;11.735783259110246,6.6716381443224275,0.3682157600901208;9.511352911482007,7.087859116798018,1.7084692303958329;6.875386408939582,4.081381153842716,0.4332103012171682;12.4754521412182,14.991795856421096,2.1049334665096704;12.369236436819662,9.390746206486485,0.6440031866563491;16.327657919126544,10.098457665142769,0.9601127838106847;18.165699685250935,9.133139360656548,0.363323160379004;12.91914734135849,15.73417045695288,0.9062806580305873;13.233100764634875,18.542002256754675,0.7686628591119278;16.369912868498485,14.729426543828733,1.1635902678865877;3.660333969024017,9.3222452544175,2.1285561216898996;8.191057262251054,0.7456327598048496,0.4769593375784928;15.579547813038094,16.651999120595846,2.424926783380863"
21,drone_7,11.876,8.263,9.179,11.575,"3.1491533967014873,7.304700364470734,0.4241605135948467;17.633450898587764,3.44724099686793,0.46193489645717356;16.361675295953926,3.4175054650125523,0.6274244493766618;16.58217459889281,16.51346427720999,2.3266071962297596;5.453537426184974,5.7922674342673774,0.2716116010937622;11.735783259110246,6.6716381443224275,0.3682157600901208;9.511352911482007,7.087859116798018,1.7084692303958329;6.875386408939582,4.081381153842716,0.4332103012171682;12.4754521412182,14.991795856421096,2.1049334665096704;12.369236436819662,9.390746206486485,0.6440031866563491;16.327657919126544,10.098457665142769,0.9601127838106847;18.165699685250935,9.133139360656548,0.363323160379004;12.91914734135849,15.73417045695288,0.9062806580305873;13.233100764634875,18.542002256754675,0.7686628591119278;16.369912868498485,14.729426543828733,1.1635902678865877;3.660333969024017,9.3222452544175,2.1285561216898996;8.191057262251054,0.7456327598048496,0.4769593375784928;15.579547813038094,16.651999120595846,2.424926783380863"
21,drone_8,13.013,5.194,9.179,11.575,"3.1491533967014873,7.304700364470734,0.4241605135948467;17.633450898587764,3.44724099686793,0.46193489645717356;16.361675295953926,3.4175054650125523,0.6274244493766618;16.58217459889281,16.51346427720999,2.3266071962297596;5.453537426184974,5.7922674342673774,0.2716116010937622;11.735783259110246,6.6716381443224275,0.3682157600901208;9.511352911482007,7.087859116798018,1.7084692303958329;6.875386408939582,4.081381153842716,0.4332103012171682;12.4754521412182,14.991795856421096,2.1049334665096704;12.369236436819662,9.390746206486485,0.6440031866563491;16.327657919126544,10.098457665142769,0.9601127838106847;18.165699685250935,9.133139360656548,0.363323160379004;12.91914734135849,15.73417045695288,0.9062806580305873;13.233100764634875,18.542002256754675,0.7686628591119278;16.369912868498485,14.729426543828733,1.1635902678865877;3.660333969024017,9.3222452544175,2.1285561216898996;8.191057262251054,0.7456327598048496,0.4769593375784928;15.579547813038094,16.651999120595846,2.424926783380863"
21,drone_9,12.956,4.075,9.179,11.575,"3.1491533967014873,7.304700364470734,0.4241605135948467;17.633450898587764,3.44724099686793,0.46193489645717356;16.361675295953926,3.4175054650125523,0.6274244493766618;16.58217459889281,16.51346427720999,2.3266071962297596;5.453537426184974,5.7922674342673774,0.2716116010937622;11.735783259110246,6.6716381443224275,0.3682157600901208;9.511352911482007,7.087859116798018,1.7084692303958329;6.875386408939582,4.081381153842716,0.4332103012171682;12.4754521412182,14.991795856421096,2.1049334665096704;12.369236436819662,9.390746206486485,0.6440031866563491;16.327657919126544,10.098457665142769,0.9601127838106847;18.165699685250935,9.133139360656548,0.363323160379004;12.91914734135849,15.73417045695288,0.9062806580305873;13.233100764634875,18.542002256754675,0.7686628591119278;16.369912868498485,14.729426543828733,1.1635902678865877;3.660333969024017,9.3222452544175,2.1285561216898996;8.191057262251054,0.7456327598048496,0.4769593375784928;15.579547813038094,16.651999120595846,2.424926783380863"
22,drone_0,11.458,5.399,9.179,11.575,"3.1491533967014873,7.304700364470734,0.4241605135948467;17.633450898587764,3.44724099686793,0.46193489645717356;16.361675295953926,3.4175054650125523,0.6274244493766618;16.58217459889281,16.51346427720999,2.3266071962297596;5.453537426184974,5.7922674342673774,0.2716116010937622;11.735783259110246,6.6716381443224275,0.3682157600901208;9.511352911482007,7.087859116798018,1.7084692303958329;6.875386408939582,4.081381153842716,0.4332103012171682;12.4754521412182,14.991795856421096,2.1049334665096704;12.369236436819662,9.390746206486485,0.6440031866563491;16.327657919126544,10.098457665142769,0.9601127838106847;18.165699685250935,9.133139360656548,0.363323160379004;12.91914734135849,15.73417045695288,0.9062806580305873;13.233100764634875,18.542002256754675,0.7686628591119278;16.369912868498485,14.729426543828733,1.1635902678865877;3.660333969024017,9.3222452544175,2.1285561216898996;8.191057262251054,0.7456327598048496,0.4769593375784928;15.579547813038094,16.651999120595846,2.424926783380863"
22,drone_1,14.424,6.976,9.179,11.575,"3.1491533967014873,7.304700364470734,0.4241605135948467;17.633450898587764,3.44724099686793,0.46193489645717356;16.361675295953926,3.4175054650125523,0.6274244493766618;16.58217459889281,16.51346427720999,2.3266071962297596;5.453537426184974,5.7922674342673774,0.2716116010937622;11.735783259110246,6.6716381443224275,0.3682157600901208;9.511352911482007,7.087859116798018,1.7084692303958329;6.875386408939582,4.081381153842716,0.4332103012171682;12.4754521412182,14.991795856421096,2.1049334665096704;12.369236436819662,9.390746206486485,0.6440031866563491;16.327657919126544,10.098457665142769,0.9601127838106847;18.165699685250935,9.133139360656548,0.363323160379004;12.91914734135849,15.73417045695288,0.9062806580305873;13.233100764634875,18.542002256754675,0.7686628591119278;16.369912868498485,14.729426543828733,1.1635902678865877;3.660333969024017,9.3222452544175,2.1285561216898996;8.191057262251054,0.7456327598048496,0.4769593375784928;15.579547813038094,16.651999120595846,2.424926783380863"
22,drone_2,12.998,6.603,9.179,11.575,"3.1491533967014873,7.304700364470734,0.4241605135948467;17.633450898587764,3.44724099686793,0.46193489645717356;16.361675295953926,3.4175054650125523,0.6274244493766618;16.58217459889281,16.51346427720999,2.3266071962297596;5.453537426184974,5.7922674342673774,0.2716116010937622;11.735783259110246,6.6716381443224275,0.3682157600901208;9.511352911482007,7.087859116798018,1.7084692303958329;6.875386408939582,4.081381153842716,0.4332103012171682;12.4754521412182,14.991795856421096,2.1049334665096704;12.369236436819662,9.390746206486485,0.6440031866563491;16.327657919126544,10.098457665142769,0.9601127838106847;18.165699685250935,9.133139360656548,0.363323160379004;12.91914734135849,15.73417045695288,0.9062806580305873;13.233100764634875,18.542002256754675,0.7686628591119278;16.369912868498485,14.729426543828733,1.1635902678865877;3.660333969024017,9.3222452544175,2.1285561216898996;8.191057262251054,0.7456327598048496,0.4769593375784928;15.579547813038094,16.651999120595846,2.424926783380863"
22,drone_3,13.491,6.974,9.179,11.575,"3.1491533967014873,7.304700364470734,0.4241605135948467;17.633450898587764,3.44724099686793,0.46193489645717356;16.361675295953926,3.4175054650125523,0.6274244493766618;16.58217459889281,16.51346427720999,2.3266071962297596;5.453537426184974,5.7922674342673774,0.2716116010937622;11.735783259110246,6.6716381443224275,0.3682157600901208;9.511352911482007,7.087859116798018,1.7084692303958329;6.875386408939582,4.081381153842716,0.4332103012171682;12.4754521412182,14.991795856421096,2.1049334665096704;12.369236436819662,9.390746206486485,0.6440031866563491;16.327657919126544,10.098457665142769,0.9601127838106847;18.165699685250935,9.133139360656548,0.363323160379004;12.91914734135849,15.73417045695288,0.9062806580305873;13.233100764634875,18.542002256754675,0.7686628591119278;16.369912868498485,14.729426543828733,1.1635902678865877;3.660333969024017,9.3222452544175,2.1285561216898996;8.191057262251054,0.7456327598048496,0.4769593375784928;15.579547813038094,16.651999120595846,2.424926783380863"
22,drone_4,14.023,7.784,9.179,11.575,"3.1491533967014873,7.304700364470734,0.4241605135948467;17.633450898587764,3.44724099686793,0.46193489645717356;16.361675295953926,3.4175054650125523,0.6274244493766618;16.58217459889281,16.51346427720999,2.3266071962297596;5.453537426184974,5.7922674342673774,0.2716116010937622;11.735783259110246,6.6716381443224275,0.3682157600901208;9.511352911482007,7.087859116798018,1.7084692303958329;6.875386408939582,4.081381153842716,0.4332103012171682;12.4754521412182,14.991795856421096,2.1049334665096704;12.369236436819662,9.390746206486485,0.6440031866563491;16.327657919126544,10.098457665142769,0.9601127838106847;18.165699685250935,9.133139360656548,0.363323160379004;12.91914734135849,15.73417045695288,0.9062806580305873;13.233100764634875,18.542002256754675,0.7686628591119278;16.369912868498485,14.729426543828733,1.1635902678865877;3.660333969024017,9.3222452544175,2.1285561216898996;8.191057262251054,0.7456327598048496,0.4769593375784928;15.579547813038094,16.651999120595846,2.424926783380863"
22,drone_5,12.454,6.660,9.179,11.575,"3.1491533967014873,7.304700364470734,0.4241605135948467;17.633450898587764,3.44724099686793,0.46193489645717356;16.361675295953926,3.4175054650125523,0.6274244493766618;16.58217459889281,16.51346427720999,2.3266071962297596;5.453537426184974,5.7922674342673774,0.2716116010937622;11.735783259110246,6.6716381443224275,0.3682157600901208;9.511352911482007,7.087859116798018,1.7084692303958329;6.875386408939582,4.081381153842716,0.4332103012171682;12.4754521412182,14.991795856421096,2.1049334665096704;12.369236436819662,9.390746206486485,0.6440031866563491;16.327657919126544,10.098457665142769,0.9601127838106847;18.165699685250935,9.133139360656548,0.363323160379004;12.91914734135849,15.73417045695288,0.9062806580305873;13.233100764634875,18.542002256754675,0.7686628591119278;16.369912868498485,14.729426543828733,1.1635902678865877;3.660333969024017,9.3222452544175,2.1285561216898996;8.191057262251054,0.7456327598048496,0.4769593375784928;15.579547813038094,16.651999120595846,2.424926783380863"
22,drone_6,12.003,4.859,9.179,11.575,"3.1491533967014873,7.304700364470734,0.4241605135948467;17.633450898587764,3.44724099686793,0.46193489645717356;16.361675295953926,3.4175054650125523,0.6274244493766618;16.58217459889281,16.51346427720999,2.3266071962297596;5.453537426184974,5.7922674342673774,0.2716116010937622;11.735783259110246,6.6716381443224275,0.3682157600901208;9.511352911482007,7.087859116798018,1.7084692303958329;6.875386408939582,4.081381153842716,0.4332103012171682;12.4754521412182,14.991795856421096,2.1049334665096704;12.369236436819662,9.390746206486485,0.6440031866563491;16.327657919126544,10.098457665142769,0.9601127838106847;18.165699685250935,9.133139360656548,0.363323160379004;12.91914734135849,15.73417045695288,0.9062806580305873;13.233100764634875,18.542002256754675,0.7686628591119278;16.369912868498485,14.729426543828733,1.1635902678865877;3.660333969024017,9.3222452544175,2.1285561216898996;8.191057262251054,0.7456327598048496,0.4769593375784928;15.579547813038094,16.651999120595846,2.424926783380863"
22,drone_7,11.736,8.406,9.179,11.575,"3.1491533967014873,7.304700364470734,0.4241605135948467;17.633450898587764,3.44724099686793,0.46193489645717356;16.361675295953926,3.4175054650125523,0.6274244493766618;16.58217459889281,16.51346427720999,2.3266071962297596;5.453537426184974,5.7922674342673774,0.2716116010937622;11.735783259110246,6.6716381443224275,0.3682157600901208;9.511352911482007,7.087859116798018,1.7084692303958329;6.875386408939582,4.081381153842716,0.4332103012171682;12.4754521412182,14.991795856421096,2.1049334665096704;12.369236436819662,9.390746206486485,0.6440031866563491;16.327657919126544,10.098457665142769,0.9601127838106847;18.165699685250935,9.133139360656548,0.363323160379004;12.91914734135849,15.73417045695288,0.9062806580305873;13.233100764634875,18.542002256754675,0.7686628591119278;16.369912868498485,14.729426543828733,1.1635902678865877;3.660333969024017,9.3222452544175,2.1285561216898996;8.191057262251054,0.7456327598048496,0.4769593375784928;15.579547813038094,16.651999120595846,2.424926783380863"
22,drone_8,12.872,5.335,9.179,11.575,"3.1491533967014873,7.304700364470734,0.4241605135948467;17.633450898587764,3.44724099686793,0.46193489645717356;16.361675295953926,3.4175054650125523,0.6274244493766618;16.58217459889281,16.51346427720999,2.3266071962297596;5.453537426184974,5.7922674342673774,0.2716116010937622;11.735783259110246,6.6716381443224275,0.3682157600901208;9.511352911482007,7.087859116798018,1.7084692303958329;6.875386408939582,4.081381153842716,0.4332103012171682;12.4754521412182,14.991795856421096,2.1049334665096704;12.369236436819662,9.390746206486485,0.6440031866563491;16.327657919126544,10.098457665142769,0.9601127838106847;18.165699685250935,9.133139360656548,0.363323160379004;12.91914734135849,15.73417045695288,0.9062806580305873;13.233100764634875,18.542002256754675,0.7686628591119278;16.369912868498485,14.729426543828733,1.1635902678865877;3.660333969024017,9.3222452544175,2.1285561216898996;8.191057262251054,0.7456327598048496,0.4769593375784928;15.579547813038094,16.651999120595846,2.424926783380863"
22,drone_9,12.774,4.158,9.179,11.575,"3.1491533967014873,7.304700364470734,0.4241605135948467;17.633450898587764,3.44724099686793,0.46193489645717356;16.361675295953926,3.4175054650125523,0.6274244493766618;16.58217459889281,16.51346427720999,2.3266071962297596;5.453537426184974,5.7922674342673774,0.2716116010937622;11.735783259110246,6.6716381443224275,0.3682157600901208;9.511352911482007,7.087859116798018,1.7084692303958329;6.875386408939582,4.081381153842716,0.4332103012171682;12.4754521412182,14.991795856421096,2.1049334665096704;12.369236436819662,9.390746206486485,0.6440031866563491;16.327657919126544,10.098457665142769,0.9601127838106847;18.165699685250935,9.133139360656548,0.363323160379004;12.91914734135849,15.73417045695288,0.9062806580305873;13.233100764634875,18.542002256754675,0.7686628591119278;16.369912868498485,14.729426543828733,1.1635902678865877;3.660333969024017,9.3222452544175,2.1285561216898996;8.191057262251054,0.7456327598048496,0.4769593375784928;15.579547813038094,16.651999120595846,2.424926783380863"
23,drone_0,11.299,5.333,9.179,11.575,"3.1491533967014873,7.304700364470734,0.4241605135948467;17.633450898587764,3.44724099686793,0.46193489645717356;16.361675295953926,3.4175054650125523,0.6274244493766618;16.58217459889281,16.51346427720999,2.3266071962297596;5.453537426184974,5.7922674342673774,0.2716116010937622;11.735783259110246,6.6716381443224275,0.3682157600901208;9.511352911482007,7.087859116798018,1.7084692303958329;6.875386408939582,4.081381153842716,0.4332103012171682;12.4754521412182,14.991795856421096,2.1049334665096704;12.369236436819662,9.390746206486485,0.6440031866563491;16.327657919126544,10.098457665142769,0.9601127838106847;18.165699685250935,9.133139360656548,0.363323160379004;12.91914734135849,15.73417045695288,0.9062806580305873;13.233100764634875,18.542002256754675,0.7686628591119278;16.369912868498485,14.729426543828733,1.1635902678865877;3.660333969024017,9.3222452544175,2.1285561216898996;8.191057262251054,0.7456327598048496,0.4769593375784928;15.579547813038094,16.651999120595846,2.424926783380863"
