Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
59,drone_5,10.374,11.553,7.959,4.820,"8.219553238760467,16.924705227320235,2.29091808893106;15.533765494659502,14.270524705408612,0.40359201832226876;3.3209168368264903,1.3855963285380741,0.2526128136431899;14.727402242189116,5.513411885972996,2.48812907880642;18.330733131681768,16.443313151500988,0.30814784478718993;7.494975952079194,10.931389836925456,1.882818279807685;5.65237530614609,16.68322182127137,0.9964060297844837;0.5679508294807064,15.868127627707432,0.22799258658207636;5.034742585732482,16.356041349902764,1.3765160162846404;10.966711591680667,8.559155433002793,2.1830859162887446;0.8594069913537294,0.7675505794068137,0.6543348735185371;17.59054777643007,14.43447179490196,0.28241688182780517;15.696481506571834,9.79346076563215,0.24145973829617112;12.425884767461358,17.5502375373992,2.0048212761306288"
59,drone_9,9.881,11.858,7.959,4.820,"8.219553238760467,16.924705227320235,2.29091808893106;15.533765494659502,14.270524705408612,0.40359201832226876;3.3209168368264903,1.3855963285380741,0.2526128136431899;14.727402242189116,5.513411885972996,2.48812907880642;18.330733131681768,16.443313151500988,0.30814784478718993;7.494975952079194,10.931389836925456,1.882818279807685;5.65237530614609,16.68322182127137,0.9964060297844837;0.5679508294807064,15.868127627707432,0.22799258658207636;5.034742585732482,16.356041349902764,1.3765160162846404;10.966711591680667,8.559155433002793,2.1830859162887446;0.8594069913537294,0.7675505794068137,0.6543348735185371;17.59054777643007,14.43447179490196,0.28241688182780517;15.696481506571834,9.79346076563215,0.24145973829617112;12.425884767461358,17.5502375373992,2.0048212761306288"
60,drone_0,9.265,4.591,7.959,4.820,"8.219553238760467,16.924705227320235,2.29091808893106;15.533765494659502,14.270524705408612,0.40359201832226876;3.3209168368264903,1.3855963285380741,0.2526128136431899;14.727402242189116,5.513411885972996,2.48812907880642;18.330733131681768,16.443313151500988,0.30814784478718993;7.494975952079194,10.931389836925456,1.882818279807685;5.65237530614609,16.68322182127137,0.9964060297844837;0.5679508294807064,15.868127627707432,0.22799258658207636;5.034742585732482,16.356041349902764,1.3765160162846404;10.966711591680667,8.559155433002793,2.1830859162887446;0.8594069913537294,0.7675505794068137,0.6543348735185371;17.59054777643007,14.43447179490196,0.28241688182780517;15.696481506571834,9.79346076563215,0.24145973829617112;12.425884767461358,17.5502375373992,2.0048212761306288"
60,drone_1,13.437,10.156,7.959,4.820,"8.219553238760467,16.924705227320235,2.29091808893106;15.533765494659502,14.270524705408612,0.40359201832226876;3.3209168368264903,1.3855963285380741,0.2526128136431899;14.727402242189116,5.513411885972996,2.48812907880642;18.330733131681768,16.443313151500988,0.30814784478718993;7.494975952079194,10.931389836925456,1.882818279807685;5.65237530614609,16.68322182127137,0.9964060297844837;0.5679508294807064,15.868127627707432,0.22799258658207636;5.034742585732482,16.356041349902764,1.3765160162846404;10.966711591680667,8.559155433002793,2.1830859162887446;0.8594069913537294,0.7675505794068137,0.6543348735185371;17.59054777643007,14.43447179490196,0.28241688182780517;15.696481506571834,9.79346076563215,0.24145973829617112;12.425884767461358,17.5502375373992,2.0048212761306288"
60,drone_2,13.766,8.944,7.959,4.820,"8.219553238760467,16.924705227320235,2.29091808893106;15.533765494659502,14.270524705408612,0.40359201832226876;3.3209168368264903,1.3855963285380741,0.2526128136431899;14.727402242189116,5.513411885972996,2.48812907880642;18.330733131681768,16.443313151500988,0.30814784478718993;7.494975952079194,10.931389836925456,1.882818279807685;5.65237530614609,16.68322182127137,0.9964060297844837;0.5679508294807064,15.868127627707432,0.22799258658207636;5.034742585732482,16.356041349902764,1.3765160162846404;10.966711591680667,8.559155433002793,2.1830859162887446;0.8594069913537294,0.7675505794068137,0.6543348735185371;17.59054777643007,14.43447179490196,0.28241688182780517;15.696481506571834,9.79346076563215,0.24145973829617112;12.425884767461358,17.5502375373992,2.0048212761306288"
60,drone_3,11.547,11.507,7.959,4.820,"8.219553238760467,16.924705227320235,2.29091808893106;15.533765494659502,14.270524705408612,0.40359201832226876;3.3209168368264903,1.3855963285380741,0.2526128136431899;14.727402242189116,5.513411885972996,2.48812907880642;18.330733131681768,16.443313151500988,0.30814784478718993;7.494975952079194,10.931389836925456,1.882818279807685;5.65237530614609,16.68322182127137,0.9964060297844837;0.5679508294807064,15.868127627707432,0.22799258658207636;5.034742585732482,16.356041349902764,1.3765160162846404;10.966711591680667,8.559155433002793,2.1830859162887446;0.8594069913537294,0.7675505794068137,0.6543348735185371;17.59054777643007,14.43447179490196,0.28241688182780517;15.696481506571834,9.79346076563215,0.24145973829617112;12.425884767461358,17.5502375373992,2.0048212761306288"
60,drone_4,4.999,9.537,7.959,4.820,"8.219553238760467,16.924705227320235,2.29091808893106;15.533765494659502,14.270524705408612,0.40359201832226876;3.3209168368264903,1.3855963285380741,0.2526128136431899;14.727402242189116,5.513411885972996,2.48812907880642;18.330733131681768,16.443313151500988,0.30814784478718993;7.494975952079194,10.931389836925456,1.882818279807685;5.65237530614609,16.68322182127137,0.9964060297844837;0.5679508294807064,15.868127627707432,0.22799258658207636;5.034742585732482,16.356041349902764,1.3765160162846404;10.966711591680667,8.559155433002793,2.1830859162887446;0.8594069913537294,0.7675505794068137,0.6543348735185371;17.59054777643007,14.43447179490196,0.28241688182780517;15.696481506571834,9.79346076563215,0.24145973829617112;12.425884767461358,17.5502375373992,2.0048212761306288"
60,drone_5,10.355,11.382,7.959,4.820,"8.219553238760467,16.924705227320235,2.29091808893106;15.533765494659502,14.270524705408612,0.40359201832226876;3.3209168368264903,1.3855963285380741,0.2526128136431899;14.727402242189116,5.513411885972996,2.48812907880642;18.330733131681768,16.443313151500988,0.30814784478718993;7.494975952079194,10.931389836925456,1.882818279807685;5.65237530614609,16.68322182127137,0.9964060297844837;0.5679508294807064,15.868127627707432,0.22799258658207636;5.034742585732482,16.356041349902764,1.3765160162846404;10.966711591680667,8.559155433002793,2.1830859162887446;0.8594069913537294,0.7675505794068137,0.6543348735185371;17.59054777643007,14.43447179490196,0.28241688182780517;15.696481506571834,9.79346076563215,0.24145973829617112;12.425884767461358,17.5502375373992,2.0048212761306288"
60,drone_9,9.715,11.905,7.959,4.820,"8.219553238760467,16.924705227320235,2.29091808893106;15.533765494659502,14.270524705408612,0.40359201832226876;3.3209168368264903,1.3855963285380741,0.2526128136431899;14.727402242189116,5.513411885972996,2.48812907880642;18.330733131681768,16.443313151500988,0.30814784478718993;7.494975952079194,10.931389836925456,1.882818279807685;5.65237530614609,16.68322182127137,0.9964060297844837;0.5679508294807064,15.868127627707432,0.22799258658207636;5.034742585732482,16.356041349902764,1.3765160162846404;10.966711591680667,8.559155433002793,2.1830859162887446;0.8594069913537294,0.7675505794068137,0.6543348735185371;17.59054777643007,14.43447179490196,0.28241688182780517;15.696481506571834,9.79346076563215,0.24145973829617112;12.425884767461358,17.5502375373992,2.0048212761306288"
61,drone_0,9.099,4.703,7.959,4.820,"8.219553238760467,16.924705227320235,2.29091808893106;15.533765494659502,14.270524705408612,0.40359201832226876;3.3209168368264903,1.3855963285380741,0.2526128136431899;14.727402242189116,5.513411885972996,2.48812907880642;18.330733131681768,16.443313151500988,0.30814784478718993;7.494975952079194,10.931389836925456,1.882818279807685;5.65237530614609,16.68322182127137,0.9964060297844837;0.5679508294807064,15.868127627707432,0.22799258658207636;5.034742585732482,16.356041349902764,1.3765160162846404;10.966711591680667,8.559155433002793,2.1830859162887446;0.8594069913537294,0.7675505794068137,0.6543348735185371;17.59054777643007,14.43447179490196,0.28241688182780517;15.696481506571834,9.79346076563215,0.24145973829617112;12.425884767461358,17.5502375373992,2.0048212761306288"
61,drone_1,13.463,9.958,7.959,4.820,"8.219553238760467,16.924705227320235,2.29091808893106;15.533765494659502,14.270524705408612,0.40359201832226876;3.3209168368264903,1.3855963285380741,0.2526128136431899;14.727402242189116,5.513411885972996,2.48812907880642;18.330733131681768,16.443313151500988,0.30814784478718993;7.494975952079194,10.931389836925456,1.882818279807685;5.65237530614609,16.68322182127137,0.9964060297844837;0.5679508294807064,15.868127627707432,0.22799258658207636;5.034742585732482,16.356041349902764,1.3765160162846404;10.966711591680667,8.559155433002793,2.1830859162887446;0.8594069913537294,0.7675505794068137,0.6543348735185371;17.59054777643007,14.43447179490196,0.28241688182780517;15.696481506571834,9.79346076563215,0.24145973829617112;12.425884767461358,17.5502375373992,2.0048212761306288"
61,drone_2,13.767,8.857,7.959,4.820,"8.219553238760467,16.924705227320235,2.29091808893106;15.533765494659502,14.270524705408612,0.40359201832226876;3.3209168368264903,1.3855963285380741,0.2526128136431899;14.727402242189116,5.513411885972996,2.48812907880642;18.330733131681768,16.443313151500988,0.30814784478718993;7.494975952079194,10.931389836925456,1.882818279807685;5.65237530614609,16.68322182127137,0.9964060297844837;0.5679508294807064,15.868127627707432,0.22799258658207636;5.034742585732482,16.356041349902764,1.3765160162846404;10.966711591680667,8.559155433002793,2.1830859162887446;0.8594069913537294,0.7675505794068137,0.6543348735185371;17.59054777643007,14.43447179490196,0.28241688182780517;15.696481506571834,9.79346076563215,0.24145973829617112;12.425884767461358,17.5502375373992,2.0048212761306288"
61,drone_3,11.453,11.560,7.959,4.820,"8.219553238760467,16.924705227320235,2.29091808893106;15.533765494659502,14.270524705408612,0.40359201832226876;3.3209168368264903,1.3855963285380741,0.2526128136431899;14.727402242189116,5.513411885972996,2.48812907880642;18.330733131681768,16.443313151500988,0.30814784478718993;7.494975952079194,10.931389836925456,1.882818279807685;5.65237530614609,16.68322182127137,0.9964060297844837;0.5679508294807064,15.868127627707432,0.22799258658207636;5.034742585732482,16.356041349902764,1.3765160162846404;10.966711591680667,8.559155433002793,2.1830859162887446;0.8594069913537294,0.7675505794068137,0.6543348735185371;17.59054777643007,14.43447179490196,0.28241688182780517;15.696481506571834,9.79346076563215,0.24145973829617112;12.425884767461358,17.5502375373992,2.0048212761306288"
61,drone_4,4.978,9.338,7.959,4.820,"8.219553238760467,16.924705227320235,2.29091808893106;15.533765494659502,14.270524705408612,0.40359201832226876;3.3209168368264903,1.3855963285380741,0.2526128136431899;14.727402242189116,5.513411885972996,2.48812907880642;18.330733131681768,16.443313151500988,0.30814784478718993;7.494975952079194,10.931389836925456,1.882818279807685;5.65237530614609,16.68322182127137,0.9964060297844837;0.5679508294807064,15.868127627707432,0.22799258658207636;5.034742585732482,16.356041349902764,1.3765160162846404;10.966711591680667,8.559155433002793,2.1830859162887446;0.8594069913537294,0.7675505794068137,0.6543348735185371;17.59054777643007,14.43447179490196,0.28241688182780517;15.696481506571834,9.79346076563215,0.24145973829617112;12.425884767461358,17.5502375373992,2.0048212761306288"
61,drone_5,10.236,11.311,7.959,4.820,"8.219553238760467,16.924705227320235,2.29091808893106;15.533765494659502,14.270524705408612,0.40359201832226876;3.3209168368264903,1.3855963285380741,0.2526128136431899;14.727402242189116,5.513411885972996,2.48812907880642;18.330733131681768,16.443313151500988,0.30814784478718993;7.494975952079194,10.931389836925456,1.882818279807685;5.65237530614609,16.68322182127137,0.9964060297844837;0.5679508294807064,15.868127627707432,0.22799258658207636;5.034742585732482,16.356041349902764,1.3765160162846404;10.966711591680667,8.559155433002793,2.1830859162887446;0.8594069913537294,0.7675505794068137,0.6543348735185371;17.59054777643007,14.43447179490196,0.28241688182780517;15.696481506571834,9.79346076563215,0.24145973829617112;12.425884767461358,17.5502375373992,2.0048212761306288"
61,drone_9,9.650,11.852,7.959,4.820,"8.219553238760467,16.924705227320235,2.29091808893106;15.533765494659502,14.270524705408612,0.40359201832226876;3.3209168368264903,1.3855963285380741,0.2526128136431899;14.727402242189116,5.513411885972996,2.48812907880642;18.330733131681768,16.443313151500988,0.30814784478718993;7.494975952079194,10.931389836925456,1.882818279807685;5.65237530614609,16.68322182127137,0.9964060297844837;0.5679508294807064,15.868127627707432,0.22799258658207636;5.034742585732482,16.356041349902764,1.3765160162846404;10.966711591680667,8.559155433002793,2.1830859162887446;0.8594069913537294,0.7675505794068137,0.6543348735185371;17.59054777643007,14.43447179490196,0.28241688182780517;15.696481506571834,9.79346076563215,0.24145973829617112;12.425884767461358,17.5502375373992,2.0048212761306288"
62,drone_0,8.943,4.828,7.959,4.820,"8.219553238760467,16.924705227320235,2.29091808893106;15.533765494659502,14.270524705408612,0.40359201832226876;3.3209168368264903,1.3855963285380741,0.2526128136431899;14.727402242189116,5.513411885972996,2.48812907880642;18.330733131681768,16.443313151500988,0.30814784478718993;7.494975952079194,10.931389836925456,1.882818279807685;5.65237530614609,16.68322182127137,0.9964060297844837;0.5679508294807064,15.868127627707432,0.22799258658207636;5.034742585732482,16.356041349902764,1.3765160162846404;10.966711591680667,8.559155433002793,2.1830859162887446;0.8594069913537294,0.7675505794068137,0.6543348735185371;17.59054777643007,14.43447179490196,0.28241688182780517;15.696481506571834,9.79346076563215,0.24145973829617112;12.425884767461358,17.5502375373992,2.0048212761306288"
62,drone_1,13.389,9.860,7.959,4.820,"8.219553238760467,16.924705227320235,2.29091808893106;15.533765494659502,14.270524705408612,0.40359201832226876;3.3209168368264903,1.3855963285380741,0.2526128136431899;14.727402242189116,5.513411885972996,2.48812907880642;18.330733131681768,16.443313151500988,0.30814784478718993;7.494975952079194,10.931389836925456,1.882818279807685;5.65237530614609,16.68322182127137,0.9964060297844837;0.5679508294807064,15.868127627707432,0.22799258658207636;5.034742585732482,16.356041349902764,1.3765160162846404;10.966711591680667,8.559155433002793,2.1830859162887446;0.8594069913537294,0.7675505794068137,0.6543348735185371;17.59054777643007,14.43447179490196,0.28241688182780517;15.696481506571834,9.79346076563215,0.24145973829617112;12.425884767461358,17.5502375373992,2.0048212761306288"
