Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
11,drone_6,13.931,9.806,5.152,10.310,"15.832959585188677,5.233260516429151,2.4421920282605805;14.763702556211815,17.166335404267116,2.4894965109318035;9.223512032605804,18.425490161842642,1.1546666041890683;10.058609411690838,18.957711185366996,0.3819672074597248;12.180697267348755,15.492266532667603,1.7678943385012063;3.2574328999679514,16.92898195161605,0.7746495548158993;7.237010727665156,5.693945455599975,0.4457436368384456;18.640525037662407,13.39603067907746,1.0903515416823144;17.72261942726863,13.352926650202052,0.44994800865290885;14.785580123781335,18.23823903378334,1.013041722170756;16.015530955960596,4.272547851364298,2.011481869371822;19.321153922792487,9.218979929443373,0.4997815864489945;14.181041436361593,4.2768522623350735,0.3479999821373782;11.963631093624915,12.225329252736575,1.7400777483104548"
11,drone_7,4.482,9.267,5.152,10.310,"15.832959585188677,5.233260516429151,2.4421920282605805;14.763702556211815,17.166335404267116,2.4894965109318035;9.223512032605804,18.425490161842642,1.1546666041890683;10.058609411690838,18.957711185366996,0.3819672074597248;12.180697267348755,15.492266532667603,1.7678943385012063;3.2574328999679514,16.92898195161605,0.7746495548158993;7.237010727665156,5.693945455599975,0.4457436368384456;18.640525037662407,13.39603067907746,1.0903515416823144;17.72261942726863,13.352926650202052,0.44994800865290885;14.785580123781335,18.23823903378334,1.013041722170756;16.015530955960596,4.272547851364298,2.011481869371822;19.321153922792487,9.218979929443373,0.4997815864489945;14.181041436361593,4.2768522623350735,0.3479999821373782;11.963631093624915,12.225329252736575,1.7400777483104548"
11,drone_8,8.590,3.759,5.152,10.310,"15.832959585188677,5.233260516429151,2.4421920282605805;14.763702556211815,17.166335404267116,2.4894965109318035;9.223512032605804,18.425490161842642,1.1546666041890683;10.058609411690838,18.957711185366996,0.3819672074597248;12.180697267348755,15.492266532667603,1.7678943385012063;3.2574328999679514,16.92898195161605,0.7746495548158993;7.237010727665156,5.693945455599975,0.4457436368384456;18.640525037662407,13.39603067907746,1.0903515416823144;17.72261942726863,13.352926650202052,0.44994800865290885;14.785580123781335,18.23823903378334,1.013041722170756;16.015530955960596,4.272547851364298,2.011481869371822;19.321153922792487,9.218979929443373,0.4997815864489945;14.181041436361593,4.2768522623350735,0.3479999821373782;11.963631093624915,12.225329252736575,1.7400777483104548"
11,drone_9,4.286,13.447,5.152,10.310,"15.832959585188677,5.233260516429151,2.4421920282605805;14.763702556211815,17.166335404267116,2.4894965109318035;9.223512032605804,18.425490161842642,1.1546666041890683;10.058609411690838,18.957711185366996,0.3819672074597248;12.180697267348755,15.492266532667603,1.7678943385012063;3.2574328999679514,16.92898195161605,0.7746495548158993;7.237010727665156,5.693945455599975,0.4457436368384456;18.640525037662407,13.39603067907746,1.0903515416823144;17.72261942726863,13.352926650202052,0.44994800865290885;14.785580123781335,18.23823903378334,1.013041722170756;16.015530955960596,4.272547851364298,2.011481869371822;19.321153922792487,9.218979929443373,0.4997815864489945;14.181041436361593,4.2768522623350735,0.3479999821373782;11.963631093624915,12.225329252736575,1.7400777483104548"
12,drone_0,13.272,2.749,5.152,10.310,"15.832959585188677,5.233260516429151,2.4421920282605805;14.763702556211815,17.166335404267116,2.4894965109318035;9.223512032605804,18.425490161842642,1.1546666041890683;10.058609411690838,18.957711185366996,0.3819672074597248;12.180697267348755,15.492266532667603,1.7678943385012063;3.2574328999679514,16.92898195161605,0.7746495548158993;7.237010727665156,5.693945455599975,0.4457436368384456;18.640525037662407,13.39603067907746,1.0903515416823144;17.72261942726863,13.352926650202052,0.44994800865290885;14.785580123781335,18.23823903378334,1.013041722170756;16.015530955960596,4.272547851364298,2.011481869371822;19.321153922792487,9.218979929443373,0.4997815864489945;14.181041436361593,4.2768522623350735,0.3479999821373782;11.963631093624915,12.225329252736575,1.7400777483104548"
12,drone_2,7.974,3.177,5.152,10.310,"15.832959585188677,5.233260516429151,2.4421920282605805;14.763702556211815,17.166335404267116,2.4894965109318035;9.223512032605804,18.425490161842642,1.1546666041890683;10.058609411690838,18.957711185366996,0.3819672074597248;12.180697267348755,15.492266532667603,1.7678943385012063;3.2574328999679514,16.92898195161605,0.7746495548158993;7.237010727665156,5.693945455599975,0.4457436368384456;18.640525037662407,13.39603067907746,1.0903515416823144;17.72261942726863,13.352926650202052,0.44994800865290885;14.785580123781335,18.23823903378334,1.013041722170756;16.015530955960596,4.272547851364298,2.011481869371822;19.321153922792487,9.218979929443373,0.4997815864489945;14.181041436361593,4.2768522623350735,0.3479999821373782;11.963631093624915,12.225329252736575,1.7400777483104548"
12,drone_3,4.793,12.701,5.152,10.310,"15.832959585188677,5.233260516429151,2.4421920282605805;14.763702556211815,17.166335404267116,2.4894965109318035;9.223512032605804,18.425490161842642,1.1546666041890683;10.058609411690838,18.957711185366996,0.3819672074597248;12.180697267348755,15.492266532667603,1.7678943385012063;3.2574328999679514,16.92898195161605,0.7746495548158993;7.237010727665156,5.693945455599975,0.4457436368384456;18.640525037662407,13.39603067907746,1.0903515416823144;17.72261942726863,13.352926650202052,0.44994800865290885;14.785580123781335,18.23823903378334,1.013041722170756;16.015530955960596,4.272547851364298,2.011481869371822;19.321153922792487,9.218979929443373,0.4997815864489945;14.181041436361593,4.2768522623350735,0.3479999821373782;11.963631093624915,12.225329252736575,1.7400777483104548"
12,drone_6,13.735,9.766,5.152,10.310,"15.832959585188677,5.233260516429151,2.4421920282605805;14.763702556211815,17.166335404267116,2.4894965109318035;9.223512032605804,18.425490161842642,1.1546666041890683;10.058609411690838,18.957711185366996,0.3819672074597248;12.180697267348755,15.492266532667603,1.7678943385012063;3.2574328999679514,16.92898195161605,0.7746495548158993;7.237010727665156,5.693945455599975,0.4457436368384456;18.640525037662407,13.39603067907746,1.0903515416823144;17.72261942726863,13.352926650202052,0.44994800865290885;14.785580123781335,18.23823903378334,1.013041722170756;16.015530955960596,4.272547851364298,2.011481869371822;19.321153922792487,9.218979929443373,0.4997815864489945;14.181041436361593,4.2768522623350735,0.3479999821373782;11.963631093624915,12.225329252736575,1.7400777483104548"
12,drone_7,4.532,9.460,5.152,10.310,"15.832959585188677,5.233260516429151,2.4421920282605805;14.763702556211815,17.166335404267116,2.4894965109318035;9.223512032605804,18.425490161842642,1.1546666041890683;10.058609411690838,18.957711185366996,0.3819672074597248;12.180697267348755,15.492266532667603,1.7678943385012063;3.2574328999679514,16.92898195161605,0.7746495548158993;7.237010727665156,5.693945455599975,0.4457436368384456;18.640525037662407,13.39603067907746,1.0903515416823144;17.72261942726863,13.352926650202052,0.44994800865290885;14.785580123781335,18.23823903378334,1.013041722170756;16.015530955960596,4.272547851364298,2.011481869371822;19.321153922792487,9.218979929443373,0.4997815864489945;14.181041436361593,4.2768522623350735,0.3479999821373782;11.963631093624915,12.225329252736575,1.7400777483104548"
12,drone_8,8.474,3.886,5.152,10.310,"15.832959585188677,5.233260516429151,2.4421920282605805;14.763702556211815,17.166335404267116,2.4894965109318035;9.223512032605804,18.425490161842642,1.1546666041890683;10.058609411690838,18.957711185366996,0.3819672074597248;12.180697267348755,15.492266532667603,1.7678943385012063;3.2574328999679514,16.92898195161605,0.7746495548158993;7.237010727665156,5.693945455599975,0.4457436368384456;18.640525037662407,13.39603067907746,1.0903515416823144;17.72261942726863,13.352926650202052,0.44994800865290885;14.785580123781335,18.23823903378334,1.013041722170756;16.015530955960596,4.272547851364298,2.011481869371822;19.321153922792487,9.218979929443373,0.4997815864489945;14.181041436361593,4.2768522623350735,0.3479999821373782;11.963631093624915,12.225329252736575,1.7400777483104548"
12,drone_9,4.214,13.291,5.152,10.310,"15.832959585188677,5.233260516429151,2.4421920282605805;14.763702556211815,17.166335404267116,2.4894965109318035;9.223512032605804,18.425490161842642,1.1546666041890683;10.058609411690838,18.957711185366996,0.3819672074597248;12.180697267348755,15.492266532667603,1.7678943385012063;3.2574328999679514,16.92898195161605,0.7746495548158993;7.237010727665156,5.693945455599975,0.4457436368384456;18.640525037662407,13.39603067907746,1.0903515416823144;17.72261942726863,13.352926650202052,0.44994800865290885;14.785580123781335,18.23823903378334,1.013041722170756;16.015530955960596,4.272547851364298,2.011481869371822;19.321153922792487,9.218979929443373,0.4997815864489945;14.181041436361593,4.2768522623350735,0.3479999821373782;11.963631093624915,12.225329252736575,1.7400777483104548"
13,drone_0,13.114,2.871,5.152,10.310,"15.832959585188677,5.233260516429151,2.4421920282605805;14.763702556211815,17.166335404267116,2.4894965109318035;9.223512032605804,18.425490161842642,1.1546666041890683;10.058609411690838,18.957711185366996,0.3819672074597248;12.180697267348755,15.492266532667603,1.7678943385012063;3.2574328999679514,16.92898195161605,0.7746495548158993;7.237010727665156,5.693945455599975,0.4457436368384456;18.640525037662407,13.39603067907746,1.0903515416823144;17.72261942726863,13.352926650202052,0.44994800865290885;14.785580123781335,18.23823903378334,1.013041722170756;16.015530955960596,4.272547851364298,2.011481869371822;19.321153922792487,9.218979929443373,0.4997815864489945;14.181041436361593,4.2768522623350735,0.3479999821373782;11.963631093624915,12.225329252736575,1.7400777483104548"
13,drone_2,7.853,3.298,5.152,10.310,"15.832959585188677,5.233260516429151,2.4421920282605805;14.763702556211815,17.166335404267116,2.4894965109318035;9.223512032605804,18.425490161842642,1.1546666041890683;10.058609411690838,18.957711185366996,0.3819672074597248;12.180697267348755,15.492266532667603,1.7678943385012063;3.2574328999679514,16.92898195161605,0.7746495548158993;7.237010727665156,5.693945455599975,0.4457436368384456;18.640525037662407,13.39603067907746,1.0903515416823144;17.72261942726863,13.352926650202052,0.44994800865290885;14.785580123781335,18.23823903378334,1.013041722170756;16.015530955960596,4.272547851364298,2.011481869371822;19.321153922792487,9.218979929443373,0.4997815864489945;14.181041436361593,4.2768522623350735,0.3479999821373782;11.963631093624915,12.225329252736575,1.7400777483104548"
13,drone_3,4.740,12.537,5.152,10.310,"15.832959585188677,5.233260516429151,2.4421920282605805;14.763702556211815,17.166335404267116,2.4894965109318035;9.223512032605804,18.425490161842642,1.1546666041890683;10.058609411690838,18.957711185366996,0.3819672074597248;12.180697267348755,15.492266532667603,1.7678943385012063;3.2574328999679514,16.92898195161605,0.7746495548158993;7.237010727665156,5.693945455599975,0.4457436368384456;18.640525037662407,13.39603067907746,1.0903515416823144;17.72261942726863,13.352926650202052,0.44994800865290885;14.785580123781335,18.23823903378334,1.013041722170756;16.015530955960596,4.272547851364298,2.011481869371822;19.321153922792487,9.218979929443373,0.4997815864489945;14.181041436361593,4.2768522623350735,0.3479999821373782;11.963631093624915,12.225329252736575,1.7400777483104548"
13,drone_6,13.535,9.756,5.152,10.310,"15.832959585188677,5.233260516429151,2.4421920282605805;14.763702556211815,17.166335404267116,2.4894965109318035;9.223512032605804,18.425490161842642,1.1546666041890683;10.058609411690838,18.957711185366996,0.3819672074597248;12.180697267348755,15.492266532667603,1.7678943385012063;3.2574328999679514,16.92898195161605,0.7746495548158993;7.237010727665156,5.693945455599975,0.4457436368384456;18.640525037662407,13.39603067907746,1.0903515416823144;17.72261942726863,13.352926650202052,0.44994800865290885;14.785580123781335,18.23823903378334,1.013041722170756;16.015530955960596,4.272547851364298,2.011481869371822;19.321153922792487,9.218979929443373,0.4997815864489945;14.181041436361593,4.2768522623350735,0.3479999821373782;11.963631093624915,12.225329252736575,1.7400777483104548"
13,drone_7,4.652,9.621,5.152,10.310,"15.832959585188677,5.233260516429151,2.4421920282605805;14.763702556211815,17.166335404267116,2.4894965109318035;9.223512032605804,18.425490161842642,1.1546666041890683;10.058609411690838,18.957711185366996,0.3819672074597248;12.180697267348755,15.492266532667603,1.7678943385012063;3.2574328999679514,16.92898195161605,0.7746495548158993;7.237010727665156,5.693945455599975,0.4457436368384456;18.640525037662407,13.39603067907746,1.0903515416823144;17.72261942726863,13.352926650202052,0.44994800865290885;14.785580123781335,18.23823903378334,1.013041722170756;16.015530955960596,4.272547851364298,2.011481869371822;19.321153922792487,9.218979929443373,0.4997815864489945;14.181041436361593,4.2768522623350735,0.3479999821373782;11.963631093624915,12.225329252736575,1.7400777483104548"
13,drone_8,8.356,4.012,5.152,10.310,"15.832959585188677,5.233260516429151,2.4421920282605805;14.763702556211815,17.166335404267116,2.4894965109318035;9.223512032605804,18.425490161842642,1.1546666041890683;10.058609411690838,18.957711185366996,0.3819672074597248;12.180697267348755,15.492266532667603,1.7678943385012063;3.2574328999679514,16.92898195161605,0.7746495548158993;7.237010727665156,5.693945455599975,0.4457436368384456;18.640525037662407,13.39603067907746,1.0903515416823144;17.72261942726863,13.352926650202052,0.44994800865290885;14.785580123781335,18.23823903378334,1.013041722170756;16.015530955960596,4.272547851364298,2.011481869371822;19.321153922792487,9.218979929443373,0.4997815864489945;14.181041436361593,4.2768522623350735,0.3479999821373782;11.963631093624915,12.225329252736575,1.7400777483104548"
13,drone_9,4.194,13.120,5.152,10.310,"15.832959585188677,5.233260516429151,2.4421920282605805;14.763702556211815,17.166335404267116,2.4894965109318035;9.223512032605804,18.425490161842642,1.1546666041890683;10.058609411690838,18.957711185366996,0.3819672074597248;12.180697267348755,15.492266532667603,1.7678943385012063;3.2574328999679514,16.92898195161605,0.7746495548158993;7.237010727665156,5.693945455599975,0.4457436368384456;18.640525037662407,13.39603067907746,1.0903515416823144;17.72261942726863,13.352926650202052,0.44994800865290885;14.785580123781335,18.23823903378334,1.013041722170756;16.015530955960596,4.272547851364298,2.011481869371822;19.321153922792487,9.218979929443373,0.4997815864489945;14.181041436361593,4.2768522623350735,0.3479999821373782;11.963631093624915,12.225329252736575,1.7400777483104548"
