Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
13,drone_6,6.529,4.775,10.996,9.069,"8.093229977073056,10.971591639177994,0.21218765602936263;2.9587687248490626,2.8129089454460185,1.2782319291121733;9.126759358791764,15.17307236347163,1.320294271487771;7.534999971521785,16.50254040775201,0.48123530267139203;4.722740133119052,11.288377016959561,2.213764617703953;14.415614201979764,1.4382742193549718,0.22205734944921893;14.844926237257948,5.1332614609301315,1.7272982961837715;13.37490172940692,3.667178716191841,0.32710960125076527;17.194045464407434,11.060049857987273,1.7857341575496308;17.021972665962537,0.9243447752636049,0.6160883840518941;15.285093215290582,15.524382145638278,0.9263329433678141;15.737670428346458,7.054569851544464,1.5259531646870088;18.944819505553976,11.566336472001122,0.813501517424574;4.602178754660526,13.527237479696243,2.4968097858301173;17.22924675629734,13.921991160199596,0.4994032758964879;16.4863116392251,9.479044214527784,1.1717498419200552;18.808610296409014,9.387154157372496,0.9772003827761201;4.313190282171794,6.8535219265935154,2.41209115134614"
13,drone_7,7.560,3.542,10.996,9.069,"8.093229977073056,10.971591639177994,0.21218765602936263;2.9587687248490626,2.8129089454460185,1.2782319291121733;9.126759358791764,15.17307236347163,1.320294271487771;7.534999971521785,16.50254040775201,0.48123530267139203;4.722740133119052,11.288377016959561,2.213764617703953;14.415614201979764,1.4382742193549718,0.22205734944921893;14.844926237257948,5.1332614609301315,1.7272982961837715;13.37490172940692,3.667178716191841,0.32710960125076527;17.194045464407434,11.060049857987273,1.7857341575496308;17.021972665962537,0.9243447752636049,0.6160883840518941;15.285093215290582,15.524382145638278,0.9263329433678141;15.737670428346458,7.054569851544464,1.5259531646870088;18.944819505553976,11.566336472001122,0.813501517424574;4.602178754660526,13.527237479696243,2.4968097858301173;17.22924675629734,13.921991160199596,0.4994032758964879;16.4863116392251,9.479044214527784,1.1717498419200552;18.808610296409014,9.387154157372496,0.9772003827761201;4.313190282171794,6.8535219265935154,2.41209115134614"
13,drone_8,5.742,3.801,10.996,9.069,"8.093229977073056,10.971591639177994,0.21218765602936263;2.9587687248490626,2.8129089454460185,1.2782319291121733;9.126759358791764,15.17307236347163,1.320294271487771;7.534999971521785,16.50254040775201,0.48123530267139203;4.722740133119052,11.288377016959561,2.213764617703953;14.415614201979764,1.4382742193549718,0.22205734944921893;14.844926237257948,5.1332614609301315,1.7272982961837715;13.37490172940692,3.667178716191841,0.32710960125076527;17.194045464407434,11.060049857987273,1.7857341575496308;17.021972665962537,0.9243447752636049,0.6160883840518941;15.285093215290582,15.524382145638278,0.9263329433678141;15.737670428346458,7.054569851544464,1.5259531646870088;18.944819505553976,11.566336472001122,0.813501517424574;4.602178754660526,13.527237479696243,2.4968097858301173;17.22924675629734,13.921991160199596,0.4994032758964879;16.4863116392251,9.479044214527784,1.1717498419200552;18.808610296409014,9.387154157372496,0.9772003827761201;4.313190282171794,6.8535219265935154,2.41209115134614"
13,drone_9,8.179,4.673,10.996,9.069,"8.093229977073056,10.971591639177994,0.21218765602936263;2.9587687248490626,2.8129089454460185,1.2782319291121733;9.126759358791764,15.17307236347163,1.320294271487771;7.534999971521785,16.50254040775201,0.48123530267139203;4.722740133119052,11.288377016959561,2.213764617703953;14.415614201979764,1.4382742193549718,0.22205734944921893;14.844926237257948,5.1332614609301315,1.7272982961837715;13.37490172940692,3.667178716191841,0.32710960125076527;17.194045464407434,11.060049857987273,1.7857341575496308;17.021972665962537,0.9243447752636049,0.6160883840518941;15.285093215290582,15.524382145638278,0.9263329433678141;15.737670428346458,7.054569851544464,1.5259531646870088;18.944819505553976,11.566336472001122,0.813501517424574;4.602178754660526,13.527237479696243,2.4968097858301173;17.22924675629734,13.921991160199596,0.4994032758964879;16.4863116392251,9.479044214527784,1.1717498419200552;18.808610296409014,9.387154157372496,0.9772003827761201;4.313190282171794,6.8535219265935154,2.41209115134614"
14,drone_0,8.428,3.136,10.996,9.069,"8.093229977073056,10.971591639177994,0.21218765602936263;2.9587687248490626,2.8129089454460185,1.2782319291121733;9.126759358791764,15.17307236347163,1.320294271487771;7.534999971521785,16.50254040775201,0.48123530267139203;4.722740133119052,11.288377016959561,2.213764617703953;14.415614201979764,1.4382742193549718,0.22205734944921893;14.844926237257948,5.1332614609301315,1.7272982961837715;13.37490172940692,3.667178716191841,0.32710960125076527;17.194045464407434,11.060049857987273,1.7857341575496308;17.021972665962537,0.9243447752636049,0.6160883840518941;15.285093215290582,15.524382145638278,0.9263329433678141;15.737670428346458,7.054569851544464,1.5259531646870088;18.944819505553976,11.566336472001122,0.813501517424574;4.602178754660526,13.527237479696243,2.4968097858301173;17.22924675629734,13.921991160199596,0.4994032758964879;16.4863116392251,9.479044214527784,1.1717498419200552;18.808610296409014,9.387154157372496,0.9772003827761201;4.313190282171794,6.8535219265935154,2.41209115134614"
14,drone_1,7.720,5.714,10.996,9.069,"8.093229977073056,10.971591639177994,0.21218765602936263;2.9587687248490626,2.8129089454460185,1.2782319291121733;9.126759358791764,15.17307236347163,1.320294271487771;7.534999971521785,16.50254040775201,0.48123530267139203;4.722740133119052,11.288377016959561,2.213764617703953;14.415614201979764,1.4382742193549718,0.22205734944921893;14.844926237257948,5.1332614609301315,1.7272982961837715;13.37490172940692,3.667178716191841,0.32710960125076527;17.194045464407434,11.060049857987273,1.7857341575496308;17.021972665962537,0.9243447752636049,0.6160883840518941;15.285093215290582,15.524382145638278,0.9263329433678141;15.737670428346458,7.054569851544464,1.5259531646870088;18.944819505553976,11.566336472001122,0.813501517424574;4.602178754660526,13.527237479696243,2.4968097858301173;17.22924675629734,13.921991160199596,0.4994032758964879;16.4863116392251,9.479044214527784,1.1717498419200552;18.808610296409014,9.387154157372496,0.9772003827761201;4.313190282171794,6.8535219265935154,2.41209115134614"
14,drone_2,8.635,6.040,10.996,9.069,"8.093229977073056,10.971591639177994,0.21218765602936263;2.9587687248490626,2.8129089454460185,1.2782319291121733;9.126759358791764,15.17307236347163,1.320294271487771;7.534999971521785,16.50254040775201,0.48123530267139203;4.722740133119052,11.288377016959561,2.213764617703953;14.415614201979764,1.4382742193549718,0.22205734944921893;14.844926237257948,5.1332614609301315,1.7272982961837715;13.37490172940692,3.667178716191841,0.32710960125076527;17.194045464407434,11.060049857987273,1.7857341575496308;17.021972665962537,0.9243447752636049,0.6160883840518941;15.285093215290582,15.524382145638278,0.9263329433678141;15.737670428346458,7.054569851544464,1.5259531646870088;18.944819505553976,11.566336472001122,0.813501517424574;4.602178754660526,13.527237479696243,2.4968097858301173;17.22924675629734,13.921991160199596,0.4994032758964879;16.4863116392251,9.479044214527784,1.1717498419200552;18.808610296409014,9.387154157372496,0.9772003827761201;4.313190282171794,6.8535219265935154,2.41209115134614"
14,drone_3,6.803,4.333,10.996,9.069,"8.093229977073056,10.971591639177994,0.21218765602936263;2.9587687248490626,2.8129089454460185,1.2782319291121733;9.126759358791764,15.17307236347163,1.320294271487771;7.534999971521785,16.50254040775201,0.48123530267139203;4.722740133119052,11.288377016959561,2.213764617703953;14.415614201979764,1.4382742193549718,0.22205734944921893;14.844926237257948,5.1332614609301315,1.7272982961837715;13.37490172940692,3.667178716191841,0.32710960125076527;17.194045464407434,11.060049857987273,1.7857341575496308;17.021972665962537,0.9243447752636049,0.6160883840518941;15.285093215290582,15.524382145638278,0.9263329433678141;15.737670428346458,7.054569851544464,1.5259531646870088;18.944819505553976,11.566336472001122,0.813501517424574;4.602178754660526,13.527237479696243,2.4968097858301173;17.22924675629734,13.921991160199596,0.4994032758964879;16.4863116392251,9.479044214527784,1.1717498419200552;18.808610296409014,9.387154157372496,0.9772003827761201;4.313190282171794,6.8535219265935154,2.41209115134614"
14,drone_4,7.107,3.289,10.996,9.069,"8.093229977073056,10.971591639177994,0.21218765602936263;2.9587687248490626,2.8129089454460185,1.2782319291121733;9.126759358791764,15.17307236347163,1.320294271487771;7.534999971521785,16.50254040775201,0.48123530267139203;4.722740133119052,11.288377016959561,2.213764617703953;14.415614201979764,1.4382742193549718,0.22205734944921893;14.844926237257948,5.1332614609301315,1.7272982961837715;13.37490172940692,3.667178716191841,0.32710960125076527;17.194045464407434,11.060049857987273,1.7857341575496308;17.021972665962537,0.9243447752636049,0.6160883840518941;15.285093215290582,15.524382145638278,0.9263329433678141;15.737670428346458,7.054569851544464,1.5259531646870088;18.944819505553976,11.566336472001122,0.813501517424574;4.602178754660526,13.527237479696243,2.4968097858301173;17.22924675629734,13.921991160199596,0.4994032758964879;16.4863116392251,9.479044214527784,1.1717498419200552;18.808610296409014,9.387154157372496,0.9772003827761201;4.313190282171794,6.8535219265935154,2.41209115134614"
14,drone_5,6.866,3.869,10.996,9.069,"8.093229977073056,10.971591639177994,0.21218765602936263;2.9587687248490626,2.8129089454460185,1.2782319291121733;9.126759358791764,15.17307236347163,1.320294271487771;7.534999971521785,16.50254040775201,0.48123530267139203;4.722740133119052,11.288377016959561,2.213764617703953;14.415614201979764,1.4382742193549718,0.22205734944921893;14.844926237257948,5.1332614609301315,1.7272982961837715;13.37490172940692,3.667178716191841,0.32710960125076527;17.194045464407434,11.060049857987273,1.7857341575496308;17.021972665962537,0.9243447752636049,0.6160883840518941;15.285093215290582,15.524382145638278,0.9263329433678141;15.737670428346458,7.054569851544464,1.5259531646870088;18.944819505553976,11.566336472001122,0.813501517424574;4.602178754660526,13.527237479696243,2.4968097858301173;17.22924675629734,13.921991160199596,0.4994032758964879;16.4863116392251,9.479044214527784,1.1717498419200552;18.808610296409014,9.387154157372496,0.9772003827761201;4.313190282171794,6.8535219265935154,2.41209115134614"
14,drone_6,6.645,4.868,10.996,9.069,"8.093229977073056,10.971591639177994,0.21218765602936263;2.9587687248490626,2.8129089454460185,1.2782319291121733;9.126759358791764,15.17307236347163,1.320294271487771;7.534999971521785,16.50254040775201,0.48123530267139203;4.722740133119052,11.288377016959561,2.213764617703953;14.415614201979764,1.4382742193549718,0.22205734944921893;14.844926237257948,5.1332614609301315,1.7272982961837715;13.37490172940692,3.667178716191841,0.32710960125076527;17.194045464407434,11.060049857987273,1.7857341575496308;17.021972665962537,0.9243447752636049,0.6160883840518941;15.285093215290582,15.524382145638278,0.9263329433678141;15.737670428346458,7.054569851544464,1.5259531646870088;18.944819505553976,11.566336472001122,0.813501517424574;4.602178754660526,13.527237479696243,2.4968097858301173;17.22924675629734,13.921991160199596,0.4994032758964879;16.4863116392251,9.479044214527784,1.1717498419200552;18.808610296409014,9.387154157372496,0.9772003827761201;4.313190282171794,6.8535219265935154,2.41209115134614"
14,drone_7,7.650,3.632,10.996,9.069,"8.093229977073056,10.971591639177994,0.21218765602936263;2.9587687248490626,2.8129089454460185,1.2782319291121733;9.126759358791764,15.17307236347163,1.320294271487771;7.534999971521785,16.50254040775201,0.48123530267139203;4.722740133119052,11.288377016959561,2.213764617703953;14.415614201979764,1.4382742193549718,0.22205734944921893;14.844926237257948,5.1332614609301315,1.7272982961837715;13.37490172940692,3.667178716191841,0.32710960125076527;17.194045464407434,11.060049857987273,1.7857341575496308;17.021972665962537,0.9243447752636049,0.6160883840518941;15.285093215290582,15.524382145638278,0.9263329433678141;15.737670428346458,7.054569851544464,1.5259531646870088;18.944819505553976,11.566336472001122,0.813501517424574;4.602178754660526,13.527237479696243,2.4968097858301173;17.22924675629734,13.921991160199596,0.4994032758964879;16.4863116392251,9.479044214527784,1.1717498419200552;18.808610296409014,9.387154157372496,0.9772003827761201;4.313190282171794,6.8535219265935154,2.41209115134614"
14,drone_8,5.837,3.977,10.996,9.069,"8.093229977073056,10.971591639177994,0.21218765602936263;2.9587687248490626,2.8129089454460185,1.2782319291121733;9.126759358791764,15.17307236347163,1.320294271487771;7.534999971521785,16.50254040775201,0.48123530267139203;4.722740133119052,11.288377016959561,2.213764617703953;14.415614201979764,1.4382742193549718,0.22205734944921893;14.844926237257948,5.1332614609301315,1.7272982961837715;13.37490172940692,3.667178716191841,0.32710960125076527;17.194045464407434,11.060049857987273,1.7857341575496308;17.021972665962537,0.9243447752636049,0.6160883840518941;15.285093215290582,15.524382145638278,0.9263329433678141;15.737670428346458,7.054569851544464,1.5259531646870088;18.944819505553976,11.566336472001122,0.813501517424574;4.602178754660526,13.527237479696243,2.4968097858301173;17.22924675629734,13.921991160199596,0.4994032758964879;16.4863116392251,9.479044214527784,1.1717498419200552;18.808610296409014,9.387154157372496,0.9772003827761201;4.313190282171794,6.8535219265935154,2.41209115134614"
14,drone_9,8.320,4.814,10.996,9.069,"8.093229977073056,10.971591639177994,0.21218765602936263;2.9587687248490626,2.8129089454460185,1.2782319291121733;9.126759358791764,15.17307236347163,1.320294271487771;7.534999971521785,16.50254040775201,0.48123530267139203;4.722740133119052,11.288377016959561,2.213764617703953;14.415614201979764,1.4382742193549718,0.22205734944921893;14.844926237257948,5.1332614609301315,1.7272982961837715;13.37490172940692,3.667178716191841,0.32710960125076527;17.194045464407434,11.060049857987273,1.7857341575496308;17.021972665962537,0.9243447752636049,0.6160883840518941;15.285093215290582,15.524382145638278,0.9263329433678141;15.737670428346458,7.054569851544464,1.5259531646870088;18.944819505553976,11.566336472001122,0.813501517424574;4.602178754660526,13.527237479696243,2.4968097858301173;17.22924675629734,13.921991160199596,0.4994032758964879;16.4863116392251,9.479044214527784,1.1717498419200552;18.808610296409014,9.387154157372496,0.9772003827761201;4.313190282171794,6.8535219265935154,2.41209115134614"
