Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
8,drone_6,10.8260,2.6469,17.8222,10.5212,"17.690,16.802,0.252;14.508,10.528,0.235;4.261,3.678,1.137;18.764,1.343,0.243;4.309,4.185,1.264;15.973,7.966,1.030;2.899,14.124,1.215;3.802,13.534,0.834;14.895,8.916,1.130;5.008,16.640,2.364;14.057,6.347,0.777;2.040,17.054,1.832;17.417,7.886,0.307;10.449,17.301,0.426;11.058,17.805,0.463;15.598,12.750,0.272;5.063,1.237,0.219;3.239,15.601,0.797;15.134,6.037,0.497;12.511,6.062,0.465;16.842,4.848,2.486;3.973,4.367,2.103;1.512,14.212,0.471;5.788,16.085,2.402;6.265,12.957,1.547;5.438,2.968,1.359;5.198,6.839,0.282;11.923,14.420,0.843;8.901,4.692,0.345;16.370,2.126,0.458;0.533,9.807,0.629;19.439,1.245,0.636;0.420,5.565,0.293;0.194,1.353,0.345;12.139,18.099,0.618;9.497,16.481,1.061;9.593,12.082,0.358;10.095,15.073,0.440;5.500,2.267,1.336;9.392,16.255,1.382;9.852,8.111,0.456;17.496,2.536,0.612;14.139,7.174,1.322;4.594,7.926,0.905;5.311,13.701,1.730;12.244,7.356,0.665;5.531,7.330,0.693;14.296,14.862,0.919;4.964,13.939,2.458;8.760,7.627,0.624;3.620,18.758,1.203;15.242,1.772,0.239;14.448,4.260,2.408;0.839,18.732,0.699;19.092,19.662,0.481;8.563,16.330,1.671;18.623,18.838,0.417;13.614,12.799,1.985"
8,drone_7,12.2028,2.9881,17.8222,10.5212,"17.690,16.802,0.252;14.508,10.528,0.235;4.261,3.678,1.137;18.764,1.343,0.243;4.309,4.185,1.264;15.973,7.966,1.030;2.899,14.124,1.215;3.802,13.534,0.834;14.895,8.916,1.130;5.008,16.640,2.364;14.057,6.347,0.777;2.040,17.054,1.832;17.417,7.886,0.307;10.449,17.301,0.426;11.058,17.805,0.463;15.598,12.750,0.272;5.063,1.237,0.219;3.239,15.601,0.797;15.134,6.037,0.497;12.511,6.062,0.465;16.842,4.848,2.486;3.973,4.367,2.103;1.512,14.212,0.471;5.788,16.085,2.402;6.265,12.957,1.547;5.438,2.968,1.359;5.198,6.839,0.282;11.923,14.420,0.843;8.901,4.692,0.345;16.370,2.126,0.458;0.533,9.807,0.629;19.439,1.245,0.636;0.420,5.565,0.293;0.194,1.353,0.345;12.139,18.099,0.618;9.497,16.481,1.061;9.593,12.082,0.358;10.095,15.073,0.440;5.500,2.267,1.336;9.392,16.255,1.382;9.852,8.111,0.456;17.496,2.536,0.612;14.139,7.174,1.322;4.594,7.926,0.905;5.311,13.701,1.730;12.244,7.356,0.665;5.531,7.330,0.693;14.296,14.862,0.919;4.964,13.939,2.458;8.760,7.627,0.624;3.620,18.758,1.203;15.242,1.772,0.239;14.448,4.260,2.408;0.839,18.732,0.699;19.092,19.662,0.481;8.563,16.330,1.671;18.623,18.838,0.417;13.614,12.799,1.985"
8,drone_8,12.3379,1.8675,17.8222,10.5212,"17.690,16.802,0.252;14.508,10.528,0.235;4.261,3.678,1.137;18.764,1.343,0.243;4.309,4.185,1.264;15.973,7.966,1.030;2.899,14.124,1.215;3.802,13.534,0.834;14.895,8.916,1.130;5.008,16.640,2.364;14.057,6.347,0.777;2.040,17.054,1.832;17.417,7.886,0.307;10.449,17.301,0.426;11.058,17.805,0.463;15.598,12.750,0.272;5.063,1.237,0.219;3.239,15.601,0.797;15.134,6.037,0.497;12.511,6.062,0.465;16.842,4.848,2.486;3.973,4.367,2.103;1.512,14.212,0.471;5.788,16.085,2.402;6.265,12.957,1.547;5.438,2.968,1.359;5.198,6.839,0.282;11.923,14.420,0.843;8.901,4.692,0.345;16.370,2.126,0.458;0.533,9.807,0.629;19.439,1.245,0.636;0.420,5.565,0.293;0.194,1.353,0.345;12.139,18.099,0.618;9.497,16.481,1.061;9.593,12.082,0.358;10.095,15.073,0.440;5.500,2.267,1.336;9.392,16.255,1.382;9.852,8.111,0.456;17.496,2.536,0.612;14.139,7.174,1.322;4.594,7.926,0.905;5.311,13.701,1.730;12.244,7.356,0.665;5.531,7.330,0.693;14.296,14.862,0.919;4.964,13.939,2.458;8.760,7.627,0.624;3.620,18.758,1.203;15.242,1.772,0.239;14.448,4.260,2.408;0.839,18.732,0.699;19.092,19.662,0.481;8.563,16.330,1.671;18.623,18.838,0.417;13.614,12.799,1.985"
8,drone_9,11.7274,2.1904,17.8222,10.5212,"17.690,16.802,0.252;14.508,10.528,0.235;4.261,3.678,1.137;18.764,1.343,0.243;4.309,4.185,1.264;15.973,7.966,1.030;2.899,14.124,1.215;3.802,13.534,0.834;14.895,8.916,1.130;5.008,16.640,2.364;14.057,6.347,0.777;2.040,17.054,1.832;17.417,7.886,0.307;10.449,17.301,0.426;11.058,17.805,0.463;15.598,12.750,0.272;5.063,1.237,0.219;3.239,15.601,0.797;15.134,6.037,0.497;12.511,6.062,0.465;16.842,4.848,2.486;3.973,4.367,2.103;1.512,14.212,0.471;5.788,16.085,2.402;6.265,12.957,1.547;5.438,2.968,1.359;5.198,6.839,0.282;11.923,14.420,0.843;8.901,4.692,0.345;16.370,2.126,0.458;0.533,9.807,0.629;19.439,1.245,0.636;0.420,5.565,0.293;0.194,1.353,0.345;12.139,18.099,0.618;9.497,16.481,1.061;9.593,12.082,0.358;10.095,15.073,0.440;5.500,2.267,1.336;9.392,16.255,1.382;9.852,8.111,0.456;17.496,2.536,0.612;14.139,7.174,1.322;4.594,7.926,0.905;5.311,13.701,1.730;12.244,7.356,0.665;5.531,7.330,0.693;14.296,14.862,0.919;4.964,13.939,2.458;8.760,7.627,0.624;3.620,18.758,1.203;15.242,1.772,0.239;14.448,4.260,2.408;0.839,18.732,0.699;19.092,19.662,0.481;8.563,16.330,1.671;18.623,18.838,0.417;13.614,12.799,1.985"
9,drone_0,10.5282,2.7710,17.8222,10.5212,"17.690,16.802,0.252;14.508,10.528,0.235;4.261,3.678,1.137;18.764,1.343,0.243;4.309,4.185,1.264;15.973,7.966,1.030;2.899,14.124,1.215;3.802,13.534,0.834;14.895,8.916,1.130;5.008,16.640,2.364;14.057,6.347,0.777;2.040,17.054,1.832;17.417,7.886,0.307;10.449,17.301,0.426;11.058,17.805,0.463;15.598,12.750,0.272;5.063,1.237,0.219;3.239,15.601,0.797;15.134,6.037,0.497;12.511,6.062,0.465;16.842,4.848,2.486;3.973,4.367,2.103;1.512,14.212,0.471;5.788,16.085,2.402;6.265,12.957,1.547;5.438,2.968,1.359;5.198,6.839,0.282;11.923,14.420,0.843;8.901,4.692,0.345;16.370,2.126,0.458;0.533,9.807,0.629;19.439,1.245,0.636;0.420,5.565,0.293;0.194,1.353,0.345;12.139,18.099,0.618;9.497,16.481,1.061;9.593,12.082,0.358;10.095,15.073,0.440;5.500,2.267,1.336;9.392,16.255,1.382;9.852,8.111,0.456;17.496,2.536,0.612;14.139,7.174,1.322;4.594,7.926,0.905;5.311,13.701,1.730;12.244,7.356,0.665;5.531,7.330,0.693;14.296,14.862,0.919;4.964,13.939,2.458;8.760,7.627,0.624;3.620,18.758,1.203;15.242,1.772,0.239;14.448,4.260,2.408;0.839,18.732,0.699;19.092,19.662,0.481;8.563,16.330,1.671;18.623,18.838,0.417;13.614,12.799,1.985"
9,drone_1,10.6235,0.0481,17.8222,10.5212,"17.690,16.802,0.252;14.508,10.528,0.235;4.261,3.678,1.137;18.764,1.343,0.243;4.309,4.185,1.264;15.973,7.966,1.030;2.899,14.124,1.215;3.802,13.534,0.834;14.895,8.916,1.130;5.008,16.640,2.364;14.057,6.347,0.777;2.040,17.054,1.832;17.417,7.886,0.307;10.449,17.301,0.426;11.058,17.805,0.463;15.598,12.750,0.272;5.063,1.237,0.219;3.239,15.601,0.797;15.134,6.037,0.497;12.511,6.062,0.465;16.842,4.848,2.486;3.973,4.367,2.103;1.512,14.212,0.471;5.788,16.085,2.402;6.265,12.957,1.547;5.438,2.968,1.359;5.198,6.839,0.282;11.923,14.420,0.843;8.901,4.692,0.345;16.370,2.126,0.458;0.533,9.807,0.629;19.439,1.245,0.636;0.420,5.565,0.293;0.194,1.353,0.345;12.139,18.099,0.618;9.497,16.481,1.061;9.593,12.082,0.358;10.095,15.073,0.440;5.500,2.267,1.336;9.392,16.255,1.382;9.852,8.111,0.456;17.496,2.536,0.612;14.139,7.174,1.322;4.594,7.926,0.905;5.311,13.701,1.730;12.244,7.356,0.665;5.531,7.330,0.693;14.296,14.862,0.919;4.964,13.939,2.458;8.760,7.627,0.624;3.620,18.758,1.203;15.242,1.772,0.239;14.448,4.260,2.408;0.839,18.732,0.699;19.092,19.662,0.481;8.563,16.330,1.671;18.623,18.838,0.417;13.614,12.799,1.985"
9,drone_2,-100.0000,-100.0000,17.8222,10.5212,"17.690,16.802,0.252;14.508,10.528,0.235;4.261,3.678,1.137;18.764,1.343,0.243;4.309,4.185,1.264;15.973,7.966,1.030;2.899,14.124,1.215;3.802,13.534,0.834;14.895,8.916,1.130;5.008,16.640,2.364;14.057,6.347,0.777;2.040,17.054,1.832;17.417,7.886,0.307;10.449,17.301,0.426;11.058,17.805,0.463;15.598,12.750,0.272;5.063,1.237,0.219;3.239,15.601,0.797;15.134,6.037,0.497;12.511,6.062,0.465;16.842,4.848,2.486;3.973,4.367,2.103;1.512,14.212,0.471;5.788,16.085,2.402;6.265,12.957,1.547;5.438,2.968,1.359;5.198,6.839,0.282;11.923,14.420,0.843;8.901,4.692,0.345;16.370,2.126,0.458;0.533,9.807,0.629;19.439,1.245,0.636;0.420,5.565,0.293;0.194,1.353,0.345;12.139,18.099,0.618;9.497,16.481,1.061;9.593,12.082,0.358;10.095,15.073,0.440;5.500,2.267,1.336;9.392,16.255,1.382;9.852,8.111,0.456;17.496,2.536,0.612;14.139,7.174,1.322;4.594,7.926,0.905;5.311,13.701,1.730;12.244,7.356,0.665;5.531,7.330,0.693;14.296,14.862,0.919;4.964,13.939,2.458;8.760,7.627,0.624;3.620,18.758,1.203;15.242,1.772,0.239;14.448,4.260,2.408;0.839,18.732,0.699;19.092,19.662,0.481;8.563,16.330,1.671;18.623,18.838,0.417;13.614,12.799,1.985"
9,drone_3,11.2258,1.4178,17.8222,10.5212,"17.690,16.802,0.252;14.508,10.528,0.235;4.261,3.678,1.137;18.764,1.343,0.243;4.309,4.185,1.264;15.973,7.966,1.030;2.899,14.124,1.215;3.802,13.534,0.834;14.895,8.916,1.130;5.008,16.640,2.364;14.057,6.347,0.777;2.040,17.054,1.832;17.417,7.886,0.307;10.449,17.301,0.426;11.058,17.805,0.463;15.598,12.750,0.272;5.063,1.237,0.219;3.239,15.601,0.797;15.134,6.037,0.497;12.511,6.062,0.465;16.842,4.848,2.486;3.973,4.367,2.103;1.512,14.212,0.471;5.788,16.085,2.402;6.265,12.957,1.547;5.438,2.968,1.359;5.198,6.839,0.282;11.923,14.420,0.843;8.901,4.692,0.345;16.370,2.126,0.458;0.533,9.807,0.629;19.439,1.245,0.636;0.420,5.565,0.293;0.194,1.353,0.345;12.139,18.099,0.618;9.497,16.481,1.061;9.593,12.082,0.358;10.095,15.073,0.440;5.500,2.267,1.336;9.392,16.255,1.382;9.852,8.111,0.456;17.496,2.536,0.612;14.139,7.174,1.322;4.594,7.926,0.905;5.311,13.701,1.730;12.244,7.356,0.665;5.531,7.330,0.693;14.296,14.862,0.919;4.964,13.939,2.458;8.760,7.627,0.624;3.620,18.758,1.203;15.242,1.772,0.239;14.448,4.260,2.408;0.839,18.732,0.699;19.092,19.662,0.481;8.563,16.330,1.671;18.623,18.838,0.417;13.614,12.799,1.985"
9,drone_4,11.8759,1.3103,17.8222,10.5212,"17.690,16.802,0.252;14.508,10.528,0.235;4.261,3.678,1.137;18.764,1.343,0.243;4.309,4.185,1.264;15.973,7.966,1.030;2.899,14.124,1.215;3.802,13.534,0.834;14.895,8.916,1.130;5.008,16.640,2.364;14.057,6.347,0.777;2.040,17.054,1.832;17.417,7.886,0.307;10.449,17.301,0.426;11.058,17.805,0.463;15.598,12.750,0.272;5.063,1.237,0.219;3.239,15.601,0.797;15.134,6.037,0.497;12.511,6.062,0.465;16.842,4.848,2.486;3.973,4.367,2.103;1.512,14.212,0.471;5.788,16.085,2.402;6.265,12.957,1.547;5.438,2.968,1.359;5.198,6.839,0.282;11.923,14.420,0.843;8.901,4.692,0.345;16.370,2.126,0.458;0.533,9.807,0.629;19.439,1.245,0.636;0.420,5.565,0.293;0.194,1.353,0.345;12.139,18.099,0.618;9.497,16.481,1.061;9.593,12.082,0.358;10.095,15.073,0.440;5.500,2.267,1.336;9.392,16.255,1.382;9.852,8.111,0.456;17.496,2.536,0.612;14.139,7.174,1.322;4.594,7.926,0.905;5.311,13.701,1.730;12.244,7.356,0.665;5.531,7.330,0.693;14.296,14.862,0.919;4.964,13.939,2.458;8.760,7.627,0.624;3.620,18.758,1.203;15.242,1.772,0.239;14.448,4.260,2.408;0.839,18.732,0.699;19.092,19.662,0.481;8.563,16.330,1.671;18.623,18.838,0.417;13.614,12.799,1.985"
9,drone_5,12.4462,0.1407,17.8222,10.5212,"17.690,16.802,0.252;14.508,10.528,0.235;4.261,3.678,1.137;18.764,1.343,0.243;4.309,4.185,1.264;15.973,7.966,1.030;2.899,14.124,1.215;3.802,13.534,0.834;14.895,8.916,1.130;5.008,16.640,2.364;14.057,6.347,0.777;2.040,17.054,1.832;17.417,7.886,0.307;10.449,17.301,0.426;11.058,17.805,0.463;15.598,12.750,0.272;5.063,1.237,0.219;3.239,15.601,0.797;15.134,6.037,0.497;12.511,6.062,0.465;16.842,4.848,2.486;3.973,4.367,2.103;1.512,14.212,0.471;5.788,16.085,2.402;6.265,12.957,1.547;5.438,2.968,1.359;5.198,6.839,0.282;11.923,14.420,0.843;8.901,4.692,0.345;16.370,2.126,0.458;0.533,9.807,0.629;19.439,1.245,0.636;0.420,5.565,0.293;0.194,1.353,0.345;12.139,18.099,0.618;9.497,16.481,1.061;9.593,12.082,0.358;10.095,15.073,0.440;5.500,2.267,1.336;9.392,16.255,1.382;9.852,8.111,0.456;17.496,2.536,0.612;14.139,7.174,1.322;4.594,7.926,0.905;5.311,13.701,1.730;12.244,7.356,0.665;5.531,7.330,0.693;14.296,14.862,0.919;4.964,13.939,2.458;8.760,7.627,0.624;3.620,18.758,1.203;15.242,1.772,0.239;14.448,4.260,2.408;0.839,18.732,0.699;19.092,19.662,0.481;8.563,16.330,1.671;18.623,18.838,0.417;13.614,12.799,1.985"
9,drone_6,10.9565,2.5164,17.8222,10.5212,"17.690,16.802,0.252;14.508,10.528,0.235;4.261,3.678,1.137;18.764,1.343,0.243;4.309,4.185,1.264;15.973,7.966,1.030;2.899,14.124,1.215;3.802,13.534,0.834;14.895,8.916,1.130;5.008,16.640,2.364;14.057,6.347,0.777;2.040,17.054,1.832;17.417,7.886,0.307;10.449,17.301,0.426;11.058,17.805,0.463;15.598,12.750,0.272;5.063,1.237,0.219;3.239,15.601,0.797;15.134,6.037,0.497;12.511,6.062,0.465;16.842,4.848,2.486;3.973,4.367,2.103;1.512,14.212,0.471;5.788,16.085,2.402;6.265,12.957,1.547;5.438,2.968,1.359;5.198,6.839,0.282;11.923,14.420,0.843;8.901,4.692,0.345;16.370,2.126,0.458;0.533,9.807,0.629;19.439,1.245,0.636;0.420,5.565,0.293;0.194,1.353,0.345;12.139,18.099,0.618;9.497,16.481,1.061;9.593,12.082,0.358;10.095,15.073,0.440;5.500,2.267,1.336;9.392,16.255,1.382;9.852,8.111,0.456;17.496,2.536,0.612;14.139,7.174,1.322;4.594,7.926,0.905;5.311,13.701,1.730;12.244,7.356,0.665;5.531,7.330,0.693;14.296,14.862,0.919;4.964,13.939,2.458;8.760,7.627,0.624;3.620,18.758,1.203;15.242,1.772,0.239;14.448,4.260,2.408;0.839,18.732,0.699;19.092,19.662,0.481;8.563,16.330,1.671;18.623,18.838,0.417;13.614,12.799,1.985"
9,drone_7,12.3333,2.8576,17.8222,10.5212,"17.690,16.802,0.252;14.508,10.528,0.235;4.261,3.678,1.137;18.764,1.343,0.243;4.309,4.185,1.264;15.973,7.966,1.030;2.899,14.124,1.215;3.802,13.534,0.834;14.895,8.916,1.130;5.008,16.640,2.364;14.057,6.347,0.777;2.040,17.054,1.832;17.417,7.886,0.307;10.449,17.301,0.426;11.058,17.805,0.463;15.598,12.750,0.272;5.063,1.237,0.219;3.239,15.601,0.797;15.134,6.037,0.497;12.511,6.062,0.465;16.842,4.848,2.486;3.973,4.367,2.103;1.512,14.212,0.471;5.788,16.085,2.402;6.265,12.957,1.547;5.438,2.968,1.359;5.198,6.839,0.282;11.923,14.420,0.843;8.901,4.692,0.345;16.370,2.126,0.458;0.533,9.807,0.629;19.439,1.245,0.636;0.420,5.565,0.293;0.194,1.353,0.345;12.139,18.099,0.618;9.497,16.481,1.061;9.593,12.082,0.358;10.095,15.073,0.440;5.500,2.267,1.336;9.392,16.255,1.382;9.852,8.111,0.456;17.496,2.536,0.612;14.139,7.174,1.322;4.594,7.926,0.905;5.311,13.701,1.730;12.244,7.356,0.665;5.531,7.330,0.693;14.296,14.862,0.919;4.964,13.939,2.458;8.760,7.627,0.624;3.620,18.758,1.203;15.242,1.772,0.239;14.448,4.260,2.408;0.839,18.732,0.699;19.092,19.662,0.481;8.563,16.330,1.671;18.623,18.838,0.417;13.614,12.799,1.985"
9,drone_8,-100.0000,-100.0000,17.8222,10.5212,"17.690,16.802,0.252;14.508,10.528,0.235;4.261,3.678,1.137;18.764,1.343,0.243;4.309,4.185,1.264;15.973,7.966,1.030;2.899,14.124,1.215;3.802,13.534,0.834;14.895,8.916,1.130;5.008,16.640,2.364;14.057,6.347,0.777;2.040,17.054,1.832;17.417,7.886,0.307;10.449,17.301,0.426;11.058,17.805,0.463;15.598,12.750,0.272;5.063,1.237,0.219;3.239,15.601,0.797;15.134,6.037,0.497;12.511,6.062,0.465;16.842,4.848,2.486;3.973,4.367,2.103;1.512,14.212,0.471;5.788,16.085,2.402;6.265,12.957,1.547;5.438,2.968,1.359;5.198,6.839,0.282;11.923,14.420,0.843;8.901,4.692,0.345;16.370,2.126,0.458;0.533,9.807,0.629;19.439,1.245,0.636;0.420,5.565,0.293;0.194,1.353,0.345;12.139,18.099,0.618;9.497,16.481,1.061;9.593,12.082,0.358;10.095,15.073,0.440;5.500,2.267,1.336;9.392,16.255,1.382;9.852,8.111,0.456;17.496,2.536,0.612;14.139,7.174,1.322;4.594,7.926,0.905;5.311,13.701,1.730;12.244,7.356,0.665;5.531,7.330,0.693;14.296,14.862,0.919;4.964,13.939,2.458;8.760,7.627,0.624;3.620,18.758,1.203;15.242,1.772,0.239;14.448,4.260,2.408;0.839,18.732,0.699;19.092,19.662,0.481;8.563,16.330,1.671;18.623,18.838,0.417;13.614,12.799,1.985"
9,drone_9,11.8301,2.0877,17.8222,10.5212,"17.690,16.802,0.252;14.508,10.528,0.235;4.261,3.678,1.137;18.764,1.343,0.243;4.309,4.185,1.264;15.973,7.966,1.030;2.899,14.124,1.215;3.802,13.534,0.834;14.895,8.916,1.130;5.008,16.640,2.364;14.057,6.347,0.777;2.040,17.054,1.832;17.417,7.886,0.307;10.449,17.301,0.426;11.058,17.805,0.463;15.598,12.750,0.272;5.063,1.237,0.219;3.239,15.601,0.797;15.134,6.037,0.497;12.511,6.062,0.465;16.842,4.848,2.486;3.973,4.367,2.103;1.512,14.212,0.471;5.788,16.085,2.402;6.265,12.957,1.547;5.438,2.968,1.359;5.198,6.839,0.282;11.923,14.420,0.843;8.901,4.692,0.345;16.370,2.126,0.458;0.533,9.807,0.629;19.439,1.245,0.636;0.420,5.565,0.293;0.194,1.353,0.345;12.139,18.099,0.618;9.497,16.481,1.061;9.593,12.082,0.358;10.095,15.073,0.440;5.500,2.267,1.336;9.392,16.255,1.382;9.852,8.111,0.456;17.496,2.536,0.612;14.139,7.174,1.322;4.594,7.926,0.905;5.311,13.701,1.730;12.244,7.356,0.665;5.531,7.330,0.693;14.296,14.862,0.919;4.964,13.939,2.458;8.760,7.627,0.624;3.620,18.758,1.203;15.242,1.772,0.239;14.448,4.260,2.408;0.839,18.732,0.699;19.092,19.662,0.481;8.563,16.330,1.671;18.623,18.838,0.417;13.614,12.799,1.985"
10,drone_0,10.6587,2.6405,17.8222,10.5212,"17.690,16.802,0.252;14.508,10.528,0.235;4.261,3.678,1.137;18.764,1.343,0.243;4.309,4.185,1.264;15.973,7.966,1.030;2.899,14.124,1.215;3.802,13.534,0.834;14.895,8.916,1.130;5.008,16.640,2.364;14.057,6.347,0.777;2.040,17.054,1.832;17.417,7.886,0.307;10.449,17.301,0.426;11.058,17.805,0.463;15.598,12.750,0.272;5.063,1.237,0.219;3.239,15.601,0.797;15.134,6.037,0.497;12.511,6.062,0.465;16.842,4.848,2.486;3.973,4.367,2.103;1.512,14.212,0.471;5.788,16.085,2.402;6.265,12.957,1.547;5.438,2.968,1.359;5.198,6.839,0.282;11.923,14.420,0.843;8.901,4.692,0.345;16.370,2.126,0.458;0.533,9.807,0.629;19.439,1.245,0.636;0.420,5.565,0.293;0.194,1.353,0.345;12.139,18.099,0.618;9.497,16.481,1.061;9.593,12.082,0.358;10.095,15.073,0.440;5.500,2.267,1.336;9.392,16.255,1.382;9.852,8.111,0.456;17.496,2.536,0.612;14.139,7.174,1.322;4.594,7.926,0.905;5.311,13.701,1.730;12.244,7.356,0.665;5.531,7.330,0.693;14.296,14.862,0.919;4.964,13.939,2.458;8.760,7.627,0.624;3.620,18.758,1.203;15.242,1.772,0.239;14.448,4.260,2.408;0.839,18.732,0.699;19.092,19.662,0.481;8.563,16.330,1.671;18.623,18.838,0.417;13.614,12.799,1.985"
10,drone_1,10.7649,0.0000,17.8222,10.5212,"17.690,16.802,0.252;14.508,10.528,0.235;4.261,3.678,1.137;18.764,1.343,0.243;4.309,4.185,1.264;15.973,7.966,1.030;2.899,14.124,1.215;3.802,13.534,0.834;14.895,8.916,1.130;5.008,16.640,2.364;14.057,6.347,0.777;2.040,17.054,1.832;17.417,7.886,0.307;10.449,17.301,0.426;11.058,17.805,0.463;15.598,12.750,0.272;5.063,1.237,0.219;3.239,15.601,0.797;15.134,6.037,0.497;12.511,6.062,0.465;16.842,4.848,2.486;3.973,4.367,2.103;1.512,14.212,0.471;5.788,16.085,2.402;6.265,12.957,1.547;5.438,2.968,1.359;5.198,6.839,0.282;11.923,14.420,0.843;8.901,4.692,0.345;16.370,2.126,0.458;0.533,9.807,0.629;19.439,1.245,0.636;0.420,5.565,0.293;0.194,1.353,0.345;12.139,18.099,0.618;9.497,16.481,1.061;9.593,12.082,0.358;10.095,15.073,0.440;5.500,2.267,1.336;9.392,16.255,1.382;9.852,8.111,0.456;17.496,2.536,0.612;14.139,7.174,1.322;4.594,7.926,0.905;5.311,13.701,1.730;12.244,7.356,0.665;5.531,7.330,0.693;14.296,14.862,0.919;4.964,13.939,2.458;8.760,7.627,0.624;3.620,18.758,1.203;15.242,1.772,0.239;14.448,4.260,2.408;0.839,18.732,0.699;19.092,19.662,0.481;8.563,16.330,1.671;18.623,18.838,0.417;13.614,12.799,1.985"
10,drone_3,-100.0000,-100.0000,17.8222,10.5212,"17.690,16.802,0.252;14.508,10.528,0.235;4.261,3.678,1.137;18.764,1.343,0.243;4.309,4.185,1.264;15.973,7.966,1.030;2.899,14.124,1.215;3.802,13.534,0.834;14.895,8.916,1.130;5.008,16.640,2.364;14.057,6.347,0.777;2.040,17.054,1.832;17.417,7.886,0.307;10.449,17.301,0.426;11.058,17.805,0.463;15.598,12.750,0.272;5.063,1.237,0.219;3.239,15.601,0.797;15.134,6.037,0.497;12.511,6.062,0.465;16.842,4.848,2.486;3.973,4.367,2.103;1.512,14.212,0.471;5.788,16.085,2.402;6.265,12.957,1.547;5.438,2.968,1.359;5.198,6.839,0.282;11.923,14.420,0.843;8.901,4.692,0.345;16.370,2.126,0.458;0.533,9.807,0.629;19.439,1.245,0.636;0.420,5.565,0.293;0.194,1.353,0.345;12.139,18.099,0.618;9.497,16.481,1.061;9.593,12.082,0.358;10.095,15.073,0.440;5.500,2.267,1.336;9.392,16.255,1.382;9.852,8.111,0.456;17.496,2.536,0.612;14.139,7.174,1.322;4.594,7.926,0.905;5.311,13.701,1.730;12.244,7.356,0.665;5.531,7.330,0.693;14.296,14.862,0.919;4.964,13.939,2.458;8.760,7.627,0.624;3.620,18.758,1.203;15.242,1.772,0.239;14.448,4.260,2.408;0.839,18.732,0.699;19.092,19.662,0.481;8.563,16.330,1.671;18.623,18.838,0.417;13.614,12.799,1.985"
10,drone_4,11.9964,1.1898,17.8222,10.5212,"17.690,16.802,0.252;14.508,10.528,0.235;4.261,3.678,1.137;18.764,1.343,0.243;4.309,4.185,1.264;15.973,7.966,1.030;2.899,14.124,1.215;3.802,13.534,0.834;14.895,8.916,1.130;5.008,16.640,2.364;14.057,6.347,0.777;2.040,17.054,1.832;17.417,7.886,0.307;10.449,17.301,0.426;11.058,17.805,0.463;15.598,12.750,0.272;5.063,1.237,0.219;3.239,15.601,0.797;15.134,6.037,0.497;12.511,6.062,0.465;16.842,4.848,2.486;3.973,4.367,2.103;1.512,14.212,0.471;5.788,16.085,2.402;6.265,12.957,1.547;5.438,2.968,1.359;5.198,6.839,0.282;11.923,14.420,0.843;8.901,4.692,0.345;16.370,2.126,0.458;0.533,9.807,0.629;19.439,1.245,0.636;0.420,5.565,0.293;0.194,1.353,0.345;12.139,18.099,0.618;9.497,16.481,1.061;9.593,12.082,0.358;10.095,15.073,0.440;5.500,2.267,1.336;9.392,16.255,1.382;9.852,8.111,0.456;17.496,2.536,0.612;14.139,7.174,1.322;4.594,7.926,0.905;5.311,13.701,1.730;12.244,7.356,0.665;5.531,7.330,0.693;14.296,14.862,0.919;4.964,13.939,2.458;8.760,7.627,0.624;3.620,18.758,1.203;15.242,1.772,0.239;14.448,4.260,2.408;0.839,18.732,0.699;19.092,19.662,0.481;8.563,16.330,1.671;18.623,18.838,0.417;13.614,12.799,1.985"
10,drone_5,12.5876,0.0000,17.8222,10.5212,"17.690,16.802,0.252;14.508,10.528,0.235;4.261,3.678,1.137;18.764,1.343,0.243;4.309,4.185,1.264;15.973,7.966,1.030;2.899,14.124,1.215;3.802,13.534,0.834;14.895,8.916,1.130;5.008,16.640,2.364;14.057,6.347,0.777;2.040,17.054,1.832;17.417,7.886,0.307;10.449,17.301,0.426;11.058,17.805,0.463;15.598,12.750,0.272;5.063,1.237,0.219;3.239,15.601,0.797;15.134,6.037,0.497;12.511,6.062,0.465;16.842,4.848,2.486;3.973,4.367,2.103;1.512,14.212,0.471;5.788,16.085,2.402;6.265,12.957,1.547;5.438,2.968,1.359;5.198,6.839,0.282;11.923,14.420,0.843;8.901,4.692,0.345;16.370,2.126,0.458;0.533,9.807,0.629;19.439,1.245,0.636;0.420,5.565,0.293;0.194,1.353,0.345;12.139,18.099,0.618;9.497,16.481,1.061;9.593,12.082,0.358;10.095,15.073,0.440;5.500,2.267,1.336;9.392,16.255,1.382;9.852,8.111,0.456;17.496,2.536,0.612;14.139,7.174,1.322;4.594,7.926,0.905;5.311,13.701,1.730;12.244,7.356,0.665;5.531,7.330,0.693;14.296,14.862,0.919;4.964,13.939,2.458;8.760,7.627,0.624;3.620,18.758,1.203;15.242,1.772,0.239;14.448,4.260,2.408;0.839,18.732,0.699;19.092,19.662,0.481;8.563,16.330,1.671;18.623,18.838,0.417;13.614,12.799,1.985"
