Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
47,drone_9,11.166,9.289,12.595,14.721,"8.040545653510181,2.1876147651208746,0.2990652052641148;1.607639184186477,11.212391241257752,0.47513342144233295;10.088944284159282,0.8076557552642487,0.7170686392370096;2.915877694250308,10.912029894575255,2.012885645770461;3.066151089360956,6.432210871318844,2.323686150038068;5.179746847233771,1.6747008482056147,0.430297755938147;3.189519654448339,12.947442616970942,1.2150788006476645;2.0027017222769254,18.710969053007098,0.45317452099687605;14.9510295490572,11.371576148357393,1.1243605747710341;3.0577573483862013,9.97482470246631,1.5284532541634923;7.445661574831028,10.002239624775202,2.3543863739751054;3.890470130706716,10.104267869496272,2.110555746085558;3.9725309030046745,10.476171499569897,1.2141682290630955;15.133469656542749,9.839054087700877,2.1300104650134415;3.883783065633348,9.628736205912674,1.9718548025922105"
48,drone_0,11.867,11.146,12.595,14.721,"8.040545653510181,2.1876147651208746,0.2990652052641148;1.607639184186477,11.212391241257752,0.47513342144233295;10.088944284159282,0.8076557552642487,0.7170686392370096;2.915877694250308,10.912029894575255,2.012885645770461;3.066151089360956,6.432210871318844,2.323686150038068;5.179746847233771,1.6747008482056147,0.430297755938147;3.189519654448339,12.947442616970942,1.2150788006476645;2.0027017222769254,18.710969053007098,0.45317452099687605;14.9510295490572,11.371576148357393,1.1243605747710341;3.0577573483862013,9.97482470246631,1.5284532541634923;7.445661574831028,10.002239624775202,2.3543863739751054;3.890470130706716,10.104267869496272,2.110555746085558;3.9725309030046745,10.476171499569897,1.2141682290630955;15.133469656542749,9.839054087700877,2.1300104650134415;3.883783065633348,9.628736205912674,1.9718548025922105"
48,drone_1,12.955,7.271,12.595,14.721,"8.040545653510181,2.1876147651208746,0.2990652052641148;1.607639184186477,11.212391241257752,0.47513342144233295;10.088944284159282,0.8076557552642487,0.7170686392370096;2.915877694250308,10.912029894575255,2.012885645770461;3.066151089360956,6.432210871318844,2.323686150038068;5.179746847233771,1.6747008482056147,0.430297755938147;3.189519654448339,12.947442616970942,1.2150788006476645;2.0027017222769254,18.710969053007098,0.45317452099687605;14.9510295490572,11.371576148357393,1.1243605747710341;3.0577573483862013,9.97482470246631,1.5284532541634923;7.445661574831028,10.002239624775202,2.3543863739751054;3.890470130706716,10.104267869496272,2.110555746085558;3.9725309030046745,10.476171499569897,1.2141682290630955;15.133469656542749,9.839054087700877,2.1300104650134415;3.883783065633348,9.628736205912674,1.9718548025922105"
48,drone_2,10.787,8.447,12.595,14.721,"8.040545653510181,2.1876147651208746,0.2990652052641148;1.607639184186477,11.212391241257752,0.47513342144233295;10.088944284159282,0.8076557552642487,0.7170686392370096;2.915877694250308,10.912029894575255,2.012885645770461;3.066151089360956,6.432210871318844,2.323686150038068;5.179746847233771,1.6747008482056147,0.430297755938147;3.189519654448339,12.947442616970942,1.2150788006476645;2.0027017222769254,18.710969053007098,0.45317452099687605;14.9510295490572,11.371576148357393,1.1243605747710341;3.0577573483862013,9.97482470246631,1.5284532541634923;7.445661574831028,10.002239624775202,2.3543863739751054;3.890470130706716,10.104267869496272,2.110555746085558;3.9725309030046745,10.476171499569897,1.2141682290630955;15.133469656542749,9.839054087700877,2.1300104650134415;3.883783065633348,9.628736205912674,1.9718548025922105"
48,drone_3,12.411,9.830,12.595,14.721,"8.040545653510181,2.1876147651208746,0.2990652052641148;1.607639184186477,11.212391241257752,0.47513342144233295;10.088944284159282,0.8076557552642487,0.7170686392370096;2.915877694250308,10.912029894575255,2.012885645770461;3.066151089360956,6.432210871318844,2.323686150038068;5.179746847233771,1.6747008482056147,0.430297755938147;3.189519654448339,12.947442616970942,1.2150788006476645;2.0027017222769254,18.710969053007098,0.45317452099687605;14.9510295490572,11.371576148357393,1.1243605747710341;3.0577573483862013,9.97482470246631,1.5284532541634923;7.445661574831028,10.002239624775202,2.3543863739751054;3.890470130706716,10.104267869496272,2.110555746085558;3.9725309030046745,10.476171499569897,1.2141682290630955;15.133469656542749,9.839054087700877,2.1300104650134415;3.883783065633348,9.628736205912674,1.9718548025922105"
48,drone_4,11.272,7.035,12.595,14.721,"8.040545653510181,2.1876147651208746,0.2990652052641148;1.607639184186477,11.212391241257752,0.47513342144233295;10.088944284159282,0.8076557552642487,0.7170686392370096;2.915877694250308,10.912029894575255,2.012885645770461;3.066151089360956,6.432210871318844,2.323686150038068;5.179746847233771,1.6747008482056147,0.430297755938147;3.189519654448339,12.947442616970942,1.2150788006476645;2.0027017222769254,18.710969053007098,0.45317452099687605;14.9510295490572,11.371576148357393,1.1243605747710341;3.0577573483862013,9.97482470246631,1.5284532541634923;7.445661574831028,10.002239624775202,2.3543863739751054;3.890470130706716,10.104267869496272,2.110555746085558;3.9725309030046745,10.476171499569897,1.2141682290630955;15.133469656542749,9.839054087700877,2.1300104650134415;3.883783065633348,9.628736205912674,1.9718548025922105"
48,drone_5,11.876,10.301,12.595,14.721,"8.040545653510181,2.1876147651208746,0.2990652052641148;1.607639184186477,11.212391241257752,0.47513342144233295;10.088944284159282,0.8076557552642487,0.7170686392370096;2.915877694250308,10.912029894575255,2.012885645770461;3.066151089360956,6.432210871318844,2.323686150038068;5.179746847233771,1.6747008482056147,0.430297755938147;3.189519654448339,12.947442616970942,1.2150788006476645;2.0027017222769254,18.710969053007098,0.45317452099687605;14.9510295490572,11.371576148357393,1.1243605747710341;3.0577573483862013,9.97482470246631,1.5284532541634923;7.445661574831028,10.002239624775202,2.3543863739751054;3.890470130706716,10.104267869496272,2.110555746085558;3.9725309030046745,10.476171499569897,1.2141682290630955;15.133469656542749,9.839054087700877,2.1300104650134415;3.883783065633348,9.628736205912674,1.9718548025922105"
48,drone_6,12.488,8.364,12.595,14.721,"8.040545653510181,2.1876147651208746,0.2990652052641148;1.607639184186477,11.212391241257752,0.47513342144233295;10.088944284159282,0.8076557552642487,0.7170686392370096;2.915877694250308,10.912029894575255,2.012885645770461;3.066151089360956,6.432210871318844,2.323686150038068;5.179746847233771,1.6747008482056147,0.430297755938147;3.189519654448339,12.947442616970942,1.2150788006476645;2.0027017222769254,18.710969053007098,0.45317452099687605;14.9510295490572,11.371576148357393,1.1243605747710341;3.0577573483862013,9.97482470246631,1.5284532541634923;7.445661574831028,10.002239624775202,2.3543863739751054;3.890470130706716,10.104267869496272,2.110555746085558;3.9725309030046745,10.476171499569897,1.2141682290630955;15.133469656542749,9.839054087700877,2.1300104650134415;3.883783065633348,9.628736205912674,1.9718548025922105"
48,drone_7,10.392,9.105,12.595,14.721,"8.040545653510181,2.1876147651208746,0.2990652052641148;1.607639184186477,11.212391241257752,0.47513342144233295;10.088944284159282,0.8076557552642487,0.7170686392370096;2.915877694250308,10.912029894575255,2.012885645770461;3.066151089360956,6.432210871318844,2.323686150038068;5.179746847233771,1.6747008482056147,0.430297755938147;3.189519654448339,12.947442616970942,1.2150788006476645;2.0027017222769254,18.710969053007098,0.45317452099687605;14.9510295490572,11.371576148357393,1.1243605747710341;3.0577573483862013,9.97482470246631,1.5284532541634923;7.445661574831028,10.002239624775202,2.3543863739751054;3.890470130706716,10.104267869496272,2.110555746085558;3.9725309030046745,10.476171499569897,1.2141682290630955;15.133469656542749,9.839054087700877,2.1300104650134415;3.883783065633348,9.628736205912674,1.9718548025922105"
48,drone_8,10.540,7.691,12.595,14.721,"8.040545653510181,2.1876147651208746,0.2990652052641148;1.607639184186477,11.212391241257752,0.47513342144233295;10.088944284159282,0.8076557552642487,0.7170686392370096;2.915877694250308,10.912029894575255,2.012885645770461;3.066151089360956,6.432210871318844,2.323686150038068;5.179746847233771,1.6747008482056147,0.430297755938147;3.189519654448339,12.947442616970942,1.2150788006476645;2.0027017222769254,18.710969053007098,0.45317452099687605;14.9510295490572,11.371576148357393,1.1243605747710341;3.0577573483862013,9.97482470246631,1.5284532541634923;7.445661574831028,10.002239624775202,2.3543863739751054;3.890470130706716,10.104267869496272,2.110555746085558;3.9725309030046745,10.476171499569897,1.2141682290630955;15.133469656542749,9.839054087700877,2.1300104650134415;3.883783065633348,9.628736205912674,1.9718548025922105"
48,drone_9,11.162,9.437,12.595,14.721,"8.040545653510181,2.1876147651208746,0.2990652052641148;1.607639184186477,11.212391241257752,0.47513342144233295;10.088944284159282,0.8076557552642487,0.7170686392370096;2.915877694250308,10.912029894575255,2.012885645770461;3.066151089360956,6.432210871318844,2.323686150038068;5.179746847233771,1.6747008482056147,0.430297755938147;3.189519654448339,12.947442616970942,1.2150788006476645;2.0027017222769254,18.710969053007098,0.45317452099687605;14.9510295490572,11.371576148357393,1.1243605747710341;3.0577573483862013,9.97482470246631,1.5284532541634923;7.445661574831028,10.002239624775202,2.3543863739751054;3.890470130706716,10.104267869496272,2.110555746085558;3.9725309030046745,10.476171499569897,1.2141682290630955;15.133469656542749,9.839054087700877,2.1300104650134415;3.883783065633348,9.628736205912674,1.9718548025922105"
49,drone_0,11.830,11.314,12.595,14.721,"8.040545653510181,2.1876147651208746,0.2990652052641148;1.607639184186477,11.212391241257752,0.47513342144233295;10.088944284159282,0.8076557552642487,0.7170686392370096;2.915877694250308,10.912029894575255,2.012885645770461;3.066151089360956,6.432210871318844,2.323686150038068;5.179746847233771,1.6747008482056147,0.430297755938147;3.189519654448339,12.947442616970942,1.2150788006476645;2.0027017222769254,18.710969053007098,0.45317452099687605;14.9510295490572,11.371576148357393,1.1243605747710341;3.0577573483862013,9.97482470246631,1.5284532541634923;7.445661574831028,10.002239624775202,2.3543863739751054;3.890470130706716,10.104267869496272,2.110555746085558;3.9725309030046745,10.476171499569897,1.2141682290630955;15.133469656542749,9.839054087700877,2.1300104650134415;3.883783065633348,9.628736205912674,1.9718548025922105"
49,drone_1,13.096,7.412,12.595,14.721,"8.040545653510181,2.1876147651208746,0.2990652052641148;1.607639184186477,11.212391241257752,0.47513342144233295;10.088944284159282,0.8076557552642487,0.7170686392370096;2.915877694250308,10.912029894575255,2.012885645770461;3.066151089360956,6.432210871318844,2.323686150038068;5.179746847233771,1.6747008482056147,0.430297755938147;3.189519654448339,12.947442616970942,1.2150788006476645;2.0027017222769254,18.710969053007098,0.45317452099687605;14.9510295490572,11.371576148357393,1.1243605747710341;3.0577573483862013,9.97482470246631,1.5284532541634923;7.445661574831028,10.002239624775202,2.3543863739751054;3.890470130706716,10.104267869496272,2.110555746085558;3.9725309030046745,10.476171499569897,1.2141682290630955;15.133469656542749,9.839054087700877,2.1300104650134415;3.883783065633348,9.628736205912674,1.9718548025922105"
49,drone_2,10.891,8.553,12.595,14.721,"8.040545653510181,2.1876147651208746,0.2990652052641148;1.607639184186477,11.212391241257752,0.47513342144233295;10.088944284159282,0.8076557552642487,0.7170686392370096;2.915877694250308,10.912029894575255,2.012885645770461;3.066151089360956,6.432210871318844,2.323686150038068;5.179746847233771,1.6747008482056147,0.430297755938147;3.189519654448339,12.947442616970942,1.2150788006476645;2.0027017222769254,18.710969053007098,0.45317452099687605;14.9510295490572,11.371576148357393,1.1243605747710341;3.0577573483862013,9.97482470246631,1.5284532541634923;7.445661574831028,10.002239624775202,2.3543863739751054;3.890470130706716,10.104267869496272,2.110555746085558;3.9725309030046745,10.476171499569897,1.2141682290630955;15.133469656542749,9.839054087700877,2.1300104650134415;3.883783065633348,9.628736205912674,1.9718548025922105"
49,drone_3,12.382,10.000,12.595,14.721,"8.040545653510181,2.1876147651208746,0.2990652052641148;1.607639184186477,11.212391241257752,0.47513342144233295;10.088944284159282,0.8076557552642487,0.7170686392370096;2.915877694250308,10.912029894575255,2.012885645770461;3.066151089360956,6.432210871318844,2.323686150038068;5.179746847233771,1.6747008482056147,0.430297755938147;3.189519654448339,12.947442616970942,1.2150788006476645;2.0027017222769254,18.710969053007098,0.45317452099687605;14.9510295490572,11.371576148357393,1.1243605747710341;3.0577573483862013,9.97482470246631,1.5284532541634923;7.445661574831028,10.002239624775202,2.3543863739751054;3.890470130706716,10.104267869496272,2.110555746085558;3.9725309030046745,10.476171499569897,1.2141682290630955;15.133469656542749,9.839054087700877,2.1300104650134415;3.883783065633348,9.628736205912674,1.9718548025922105"
49,drone_4,11.400,7.150,12.595,14.721,"8.040545653510181,2.1876147651208746,0.2990652052641148;1.607639184186477,11.212391241257752,0.47513342144233295;10.088944284159282,0.8076557552642487,0.7170686392370096;2.915877694250308,10.912029894575255,2.012885645770461;3.066151089360956,6.432210871318844,2.323686150038068;5.179746847233771,1.6747008482056147,0.430297755938147;3.189519654448339,12.947442616970942,1.2150788006476645;2.0027017222769254,18.710969053007098,0.45317452099687605;14.9510295490572,11.371576148357393,1.1243605747710341;3.0577573483862013,9.97482470246631,1.5284532541634923;7.445661574831028,10.002239624775202,2.3543863739751054;3.890470130706716,10.104267869496272,2.110555746085558;3.9725309030046745,10.476171499569897,1.2141682290630955;15.133469656542749,9.839054087700877,2.1300104650134415;3.883783065633348,9.628736205912674,1.9718548025922105"
49,drone_5,11.838,10.469,12.595,14.721,"8.040545653510181,2.1876147651208746,0.2990652052641148;1.607639184186477,11.212391241257752,0.47513342144233295;10.088944284159282,0.8076557552642487,0.7170686392370096;2.915877694250308,10.912029894575255,2.012885645770461;3.066151089360956,6.432210871318844,2.323686150038068;5.179746847233771,1.6747008482056147,0.430297755938147;3.189519654448339,12.947442616970942,1.2150788006476645;2.0027017222769254,18.710969053007098,0.45317452099687605;14.9510295490572,11.371576148357393,1.1243605747710341;3.0577573483862013,9.97482470246631,1.5284532541634923;7.445661574831028,10.002239624775202,2.3543863739751054;3.890470130706716,10.104267869496272,2.110555746085558;3.9725309030046745,10.476171499569897,1.2141682290630955;15.133469656542749,9.839054087700877,2.1300104650134415;3.883783065633348,9.628736205912674,1.9718548025922105"
49,drone_6,12.445,8.559,12.595,14.721,"8.040545653510181,2.1876147651208746,0.2990652052641148;1.607639184186477,11.212391241257752,0.47513342144233295;10.088944284159282,0.8076557552642487,0.7170686392370096;2.915877694250308,10.912029894575255,2.012885645770461;3.066151089360956,6.432210871318844,2.323686150038068;5.179746847233771,1.6747008482056147,0.430297755938147;3.189519654448339,12.947442616970942,1.2150788006476645;2.0027017222769254,18.710969053007098,0.45317452099687605;14.9510295490572,11.371576148357393,1.1243605747710341;3.0577573483862013,9.97482470246631,1.5284532541634923;7.445661574831028,10.002239624775202,2.3543863739751054;3.890470130706716,10.104267869496272,2.110555746085558;3.9725309030046745,10.476171499569897,1.2141682290630955;15.133469656542749,9.839054087700877,2.1300104650134415;3.883783065633348,9.628736205912674,1.9718548025922105"
