Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
8,drone_2,8.787,11.920,13.282,3.749,"15.104041334617733,9.31881735542134,2.3549861803355796;9.811607467512125,17.234240810176413,2.0342599913075654;12.609806985678723,12.644431916546235,0.2911437159879926;14.446230636103582,8.160158534070723,0.2297218288077892;6.88965479833334,12.903725778432069,1.2713969744669091;13.44120546554793,7.536306485755679,0.8898322418695936;2.6334637915167267,13.203839688735096,0.22712661828865208;3.185222079873565,9.193685717581479,0.9106950856664058;11.132471772217508,17.00810550745707,0.28531631299939936;10.250026438177258,5.090836816157357,1.1726840394606723;3.9245997724532353,14.841928688089485,2.219566426308851;13.716021983880605,14.417730345206436,2.1356483133606705;18.94266625990894,4.121452573478732,0.2619766829323111;18.781193110511204,4.689097264664937,0.6288949817088901;11.451353678071662,13.642958698854393,1.3353033808594985;5.870408797636841,14.347411887469407,2.4857796494070303"
8,drone_3,8.940,13.064,13.282,3.749,"15.104041334617733,9.31881735542134,2.3549861803355796;9.811607467512125,17.234240810176413,2.0342599913075654;12.609806985678723,12.644431916546235,0.2911437159879926;14.446230636103582,8.160158534070723,0.2297218288077892;6.88965479833334,12.903725778432069,1.2713969744669091;13.44120546554793,7.536306485755679,0.8898322418695936;2.6334637915167267,13.203839688735096,0.22712661828865208;3.185222079873565,9.193685717581479,0.9106950856664058;11.132471772217508,17.00810550745707,0.28531631299939936;10.250026438177258,5.090836816157357,1.1726840394606723;3.9245997724532353,14.841928688089485,2.219566426308851;13.716021983880605,14.417730345206436,2.1356483133606705;18.94266625990894,4.121452573478732,0.2619766829323111;18.781193110511204,4.689097264664937,0.6288949817088901;11.451353678071662,13.642958698854393,1.3353033808594985;5.870408797636841,14.347411887469407,2.4857796494070303"
8,drone_4,9.026,14.693,13.282,3.749,"15.104041334617733,9.31881735542134,2.3549861803355796;9.811607467512125,17.234240810176413,2.0342599913075654;12.609806985678723,12.644431916546235,0.2911437159879926;14.446230636103582,8.160158534070723,0.2297218288077892;6.88965479833334,12.903725778432069,1.2713969744669091;13.44120546554793,7.536306485755679,0.8898322418695936;2.6334637915167267,13.203839688735096,0.22712661828865208;3.185222079873565,9.193685717581479,0.9106950856664058;11.132471772217508,17.00810550745707,0.28531631299939936;10.250026438177258,5.090836816157357,1.1726840394606723;3.9245997724532353,14.841928688089485,2.219566426308851;13.716021983880605,14.417730345206436,2.1356483133606705;18.94266625990894,4.121452573478732,0.2619766829323111;18.781193110511204,4.689097264664937,0.6288949817088901;11.451353678071662,13.642958698854393,1.3353033808594985;5.870408797636841,14.347411887469407,2.4857796494070303"
8,drone_5,9.486,12.397,13.282,3.749,"15.104041334617733,9.31881735542134,2.3549861803355796;9.811607467512125,17.234240810176413,2.0342599913075654;12.609806985678723,12.644431916546235,0.2911437159879926;14.446230636103582,8.160158534070723,0.2297218288077892;6.88965479833334,12.903725778432069,1.2713969744669091;13.44120546554793,7.536306485755679,0.8898322418695936;2.6334637915167267,13.203839688735096,0.22712661828865208;3.185222079873565,9.193685717581479,0.9106950856664058;11.132471772217508,17.00810550745707,0.28531631299939936;10.250026438177258,5.090836816157357,1.1726840394606723;3.9245997724532353,14.841928688089485,2.219566426308851;13.716021983880605,14.417730345206436,2.1356483133606705;18.94266625990894,4.121452573478732,0.2619766829323111;18.781193110511204,4.689097264664937,0.6288949817088901;11.451353678071662,13.642958698854393,1.3353033808594985;5.870408797636841,14.347411887469407,2.4857796494070303"
8,drone_6,8.858,13.937,13.282,3.749,"15.104041334617733,9.31881735542134,2.3549861803355796;9.811607467512125,17.234240810176413,2.0342599913075654;12.609806985678723,12.644431916546235,0.2911437159879926;14.446230636103582,8.160158534070723,0.2297218288077892;6.88965479833334,12.903725778432069,1.2713969744669091;13.44120546554793,7.536306485755679,0.8898322418695936;2.6334637915167267,13.203839688735096,0.22712661828865208;3.185222079873565,9.193685717581479,0.9106950856664058;11.132471772217508,17.00810550745707,0.28531631299939936;10.250026438177258,5.090836816157357,1.1726840394606723;3.9245997724532353,14.841928688089485,2.219566426308851;13.716021983880605,14.417730345206436,2.1356483133606705;18.94266625990894,4.121452573478732,0.2619766829323111;18.781193110511204,4.689097264664937,0.6288949817088901;11.451353678071662,13.642958698854393,1.3353033808594985;5.870408797636841,14.347411887469407,2.4857796494070303"
8,drone_7,10.204,11.283,13.282,3.749,"15.104041334617733,9.31881735542134,2.3549861803355796;9.811607467512125,17.234240810176413,2.0342599913075654;12.609806985678723,12.644431916546235,0.2911437159879926;14.446230636103582,8.160158534070723,0.2297218288077892;6.88965479833334,12.903725778432069,1.2713969744669091;13.44120546554793,7.536306485755679,0.8898322418695936;2.6334637915167267,13.203839688735096,0.22712661828865208;3.185222079873565,9.193685717581479,0.9106950856664058;11.132471772217508,17.00810550745707,0.28531631299939936;10.250026438177258,5.090836816157357,1.1726840394606723;3.9245997724532353,14.841928688089485,2.219566426308851;13.716021983880605,14.417730345206436,2.1356483133606705;18.94266625990894,4.121452573478732,0.2619766829323111;18.781193110511204,4.689097264664937,0.6288949817088901;11.451353678071662,13.642958698854393,1.3353033808594985;5.870408797636841,14.347411887469407,2.4857796494070303"
8,drone_8,11.327,15.527,13.282,3.749,"15.104041334617733,9.31881735542134,2.3549861803355796;9.811607467512125,17.234240810176413,2.0342599913075654;12.609806985678723,12.644431916546235,0.2911437159879926;14.446230636103582,8.160158534070723,0.2297218288077892;6.88965479833334,12.903725778432069,1.2713969744669091;13.44120546554793,7.536306485755679,0.8898322418695936;2.6334637915167267,13.203839688735096,0.22712661828865208;3.185222079873565,9.193685717581479,0.9106950856664058;11.132471772217508,17.00810550745707,0.28531631299939936;10.250026438177258,5.090836816157357,1.1726840394606723;3.9245997724532353,14.841928688089485,2.219566426308851;13.716021983880605,14.417730345206436,2.1356483133606705;18.94266625990894,4.121452573478732,0.2619766829323111;18.781193110511204,4.689097264664937,0.6288949817088901;11.451353678071662,13.642958698854393,1.3353033808594985;5.870408797636841,14.347411887469407,2.4857796494070303"
8,drone_9,9.578,13.589,13.282,3.749,"15.104041334617733,9.31881735542134,2.3549861803355796;9.811607467512125,17.234240810176413,2.0342599913075654;12.609806985678723,12.644431916546235,0.2911437159879926;14.446230636103582,8.160158534070723,0.2297218288077892;6.88965479833334,12.903725778432069,1.2713969744669091;13.44120546554793,7.536306485755679,0.8898322418695936;2.6334637915167267,13.203839688735096,0.22712661828865208;3.185222079873565,9.193685717581479,0.9106950856664058;11.132471772217508,17.00810550745707,0.28531631299939936;10.250026438177258,5.090836816157357,1.1726840394606723;3.9245997724532353,14.841928688089485,2.219566426308851;13.716021983880605,14.417730345206436,2.1356483133606705;18.94266625990894,4.121452573478732,0.2619766829323111;18.781193110511204,4.689097264664937,0.6288949817088901;11.451353678071662,13.642958698854393,1.3353033808594985;5.870408797636841,14.347411887469407,2.4857796494070303"
9,drone_0,9.498,11.421,13.282,3.749,"15.104041334617733,9.31881735542134,2.3549861803355796;9.811607467512125,17.234240810176413,2.0342599913075654;12.609806985678723,12.644431916546235,0.2911437159879926;14.446230636103582,8.160158534070723,0.2297218288077892;6.88965479833334,12.903725778432069,1.2713969744669091;13.44120546554793,7.536306485755679,0.8898322418695936;2.6334637915167267,13.203839688735096,0.22712661828865208;3.185222079873565,9.193685717581479,0.9106950856664058;11.132471772217508,17.00810550745707,0.28531631299939936;10.250026438177258,5.090836816157357,1.1726840394606723;3.9245997724532353,14.841928688089485,2.219566426308851;13.716021983880605,14.417730345206436,2.1356483133606705;18.94266625990894,4.121452573478732,0.2619766829323111;18.781193110511204,4.689097264664937,0.6288949817088901;11.451353678071662,13.642958698854393,1.3353033808594985;5.870408797636841,14.347411887469407,2.4857796494070303"
9,drone_1,9.615,14.370,13.282,3.749,"15.104041334617733,9.31881735542134,2.3549861803355796;9.811607467512125,17.234240810176413,2.0342599913075654;12.609806985678723,12.644431916546235,0.2911437159879926;14.446230636103582,8.160158534070723,0.2297218288077892;6.88965479833334,12.903725778432069,1.2713969744669091;13.44120546554793,7.536306485755679,0.8898322418695936;2.6334637915167267,13.203839688735096,0.22712661828865208;3.185222079873565,9.193685717581479,0.9106950856664058;11.132471772217508,17.00810550745707,0.28531631299939936;10.250026438177258,5.090836816157357,1.1726840394606723;3.9245997724532353,14.841928688089485,2.219566426308851;13.716021983880605,14.417730345206436,2.1356483133606705;18.94266625990894,4.121452573478732,0.2619766829323111;18.781193110511204,4.689097264664937,0.6288949817088901;11.451353678071662,13.642958698854393,1.3353033808594985;5.870408797636841,14.347411887469407,2.4857796494070303"
9,drone_2,8.824,11.777,13.282,3.749,"15.104041334617733,9.31881735542134,2.3549861803355796;9.811607467512125,17.234240810176413,2.0342599913075654;12.609806985678723,12.644431916546235,0.2911437159879926;14.446230636103582,8.160158534070723,0.2297218288077892;6.88965479833334,12.903725778432069,1.2713969744669091;13.44120546554793,7.536306485755679,0.8898322418695936;2.6334637915167267,13.203839688735096,0.22712661828865208;3.185222079873565,9.193685717581479,0.9106950856664058;11.132471772217508,17.00810550745707,0.28531631299939936;10.250026438177258,5.090836816157357,1.1726840394606723;3.9245997724532353,14.841928688089485,2.219566426308851;13.716021983880605,14.417730345206436,2.1356483133606705;18.94266625990894,4.121452573478732,0.2619766829323111;18.781193110511204,4.689097264664937,0.6288949817088901;11.451353678071662,13.642958698854393,1.3353033808594985;5.870408797636841,14.347411887469407,2.4857796494070303"
9,drone_3,8.874,12.956,13.282,3.749,"15.104041334617733,9.31881735542134,2.3549861803355796;9.811607467512125,17.234240810176413,2.0342599913075654;12.609806985678723,12.644431916546235,0.2911437159879926;14.446230636103582,8.160158534070723,0.2297218288077892;6.88965479833334,12.903725778432069,1.2713969744669091;13.44120546554793,7.536306485755679,0.8898322418695936;2.6334637915167267,13.203839688735096,0.22712661828865208;3.185222079873565,9.193685717581479,0.9106950856664058;11.132471772217508,17.00810550745707,0.28531631299939936;10.250026438177258,5.090836816157357,1.1726840394606723;3.9245997724532353,14.841928688089485,2.219566426308851;13.716021983880605,14.417730345206436,2.1356483133606705;18.94266625990894,4.121452573478732,0.2619766829323111;18.781193110511204,4.689097264664937,0.6288949817088901;11.451353678071662,13.642958698854393,1.3353033808594985;5.870408797636841,14.347411887469407,2.4857796494070303"
9,drone_4,8.936,14.602,13.282,3.749,"15.104041334617733,9.31881735542134,2.3549861803355796;9.811607467512125,17.234240810176413,2.0342599913075654;12.609806985678723,12.644431916546235,0.2911437159879926;14.446230636103582,8.160158534070723,0.2297218288077892;6.88965479833334,12.903725778432069,1.2713969744669091;13.44120546554793,7.536306485755679,0.8898322418695936;2.6334637915167267,13.203839688735096,0.22712661828865208;3.185222079873565,9.193685717581479,0.9106950856664058;11.132471772217508,17.00810550745707,0.28531631299939936;10.250026438177258,5.090836816157357,1.1726840394606723;3.9245997724532353,14.841928688089485,2.219566426308851;13.716021983880605,14.417730345206436,2.1356483133606705;18.94266625990894,4.121452573478732,0.2619766829323111;18.781193110511204,4.689097264664937,0.6288949817088901;11.451353678071662,13.642958698854393,1.3353033808594985;5.870408797636841,14.347411887469407,2.4857796494070303"
9,drone_5,9.552,12.288,13.282,3.749,"15.104041334617733,9.31881735542134,2.3549861803355796;9.811607467512125,17.234240810176413,2.0342599913075654;12.609806985678723,12.644431916546235,0.2911437159879926;14.446230636103582,8.160158534070723,0.2297218288077892;6.88965479833334,12.903725778432069,1.2713969744669091;13.44120546554793,7.536306485755679,0.8898322418695936;2.6334637915167267,13.203839688735096,0.22712661828865208;3.185222079873565,9.193685717581479,0.9106950856664058;11.132471772217508,17.00810550745707,0.28531631299939936;10.250026438177258,5.090836816157357,1.1726840394606723;3.9245997724532353,14.841928688089485,2.219566426308851;13.716021983880605,14.417730345206436,2.1356483133606705;18.94266625990894,4.121452573478732,0.2619766829323111;18.781193110511204,4.689097264664937,0.6288949817088901;11.451353678071662,13.642958698854393,1.3353033808594985;5.870408797636841,14.347411887469407,2.4857796494070303"
9,drone_6,8.893,13.833,13.282,3.749,"15.104041334617733,9.31881735542134,2.3549861803355796;9.811607467512125,17.234240810176413,2.0342599913075654;12.609806985678723,12.644431916546235,0.2911437159879926;14.446230636103582,8.160158534070723,0.2297218288077892;6.88965479833334,12.903725778432069,1.2713969744669091;13.44120546554793,7.536306485755679,0.8898322418695936;2.6334637915167267,13.203839688735096,0.22712661828865208;3.185222079873565,9.193685717581479,0.9106950856664058;11.132471772217508,17.00810550745707,0.28531631299939936;10.250026438177258,5.090836816157357,1.1726840394606723;3.9245997724532353,14.841928688089485,2.219566426308851;13.716021983880605,14.417730345206436,2.1356483133606705;18.94266625990894,4.121452573478732,0.2619766829323111;18.781193110511204,4.689097264664937,0.6288949817088901;11.451353678071662,13.642958698854393,1.3353033808594985;5.870408797636841,14.347411887469407,2.4857796494070303"
9,drone_7,10.242,11.115,13.282,3.749,"15.104041334617733,9.31881735542134,2.3549861803355796;9.811607467512125,17.234240810176413,2.0342599913075654;12.609806985678723,12.644431916546235,0.2911437159879926;14.446230636103582,8.160158534070723,0.2297218288077892;6.88965479833334,12.903725778432069,1.2713969744669091;13.44120546554793,7.536306485755679,0.8898322418695936;2.6334637915167267,13.203839688735096,0.22712661828865208;3.185222079873565,9.193685717581479,0.9106950856664058;11.132471772217508,17.00810550745707,0.28531631299939936;10.250026438177258,5.090836816157357,1.1726840394606723;3.9245997724532353,14.841928688089485,2.219566426308851;13.716021983880605,14.417730345206436,2.1356483133606705;18.94266625990894,4.121452573478732,0.2619766829323111;18.781193110511204,4.689097264664937,0.6288949817088901;11.451353678071662,13.642958698854393,1.3353033808594985;5.870408797636841,14.347411887469407,2.4857796494070303"
9,drone_8,11.427,15.427,13.282,3.749,"15.104041334617733,9.31881735542134,2.3549861803355796;9.811607467512125,17.234240810176413,2.0342599913075654;12.609806985678723,12.644431916546235,0.2911437159879926;14.446230636103582,8.160158534070723,0.2297218288077892;6.88965479833334,12.903725778432069,1.2713969744669091;13.44120546554793,7.536306485755679,0.8898322418695936;2.6334637915167267,13.203839688735096,0.22712661828865208;3.185222079873565,9.193685717581479,0.9106950856664058;11.132471772217508,17.00810550745707,0.28531631299939936;10.250026438177258,5.090836816157357,1.1726840394606723;3.9245997724532353,14.841928688089485,2.219566426308851;13.716021983880605,14.417730345206436,2.1356483133606705;18.94266625990894,4.121452573478732,0.2619766829323111;18.781193110511204,4.689097264664937,0.6288949817088901;11.451353678071662,13.642958698854393,1.3353033808594985;5.870408797636841,14.347411887469407,2.4857796494070303"
