Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
2,drone_7,4.543,13.366,11.030,3.930,"3.80960883591117,4.5599306203325565,2.4443522562902116;13.67795280032346,8.122664461340754,2.1723235736961364;6.399089213251682,6.2798101274652165,2.3168428491270863;6.749932277017514,9.043241998742467,1.6028910861250911;6.726786887109792,10.89590355045462,0.3431095407620157;17.89961666446795,11.313123781745587,0.2042274913856104;10.008786337714678,11.599765173836024,1.2605373978534935;5.78257828550693,8.838540824616135,2.4303219865486736;13.46199375613069,14.833089090905062,0.6134783856049795;18.744943401696098,4.365513610234855,1.0847371777694286;6.701495820940363,3.3415960935822264,0.4648149666786699;18.75180776585784,3.2149276469940746,0.9755567559983049;17.30712122727245,4.590130142124345,1.1508793672863908;14.823616099803704,8.601171754409767,0.6971367483055011;2.19488913787052,15.468828720036653,0.672482931464661;3.8801173481371896,5.735634614816947,1.3736154820917472;15.765212890814778,14.974472197819745,2.183784989055052;8.205070358439627,16.846150631858936,1.9042231016580455;8.301782550193721,8.533041303716821,2.1067322321929316"
2,drone_8,2.754,12.478,11.030,3.930,"3.80960883591117,4.5599306203325565,2.4443522562902116;13.67795280032346,8.122664461340754,2.1723235736961364;6.399089213251682,6.2798101274652165,2.3168428491270863;6.749932277017514,9.043241998742467,1.6028910861250911;6.726786887109792,10.89590355045462,0.3431095407620157;17.89961666446795,11.313123781745587,0.2042274913856104;10.008786337714678,11.599765173836024,1.2605373978534935;5.78257828550693,8.838540824616135,2.4303219865486736;13.46199375613069,14.833089090905062,0.6134783856049795;18.744943401696098,4.365513610234855,1.0847371777694286;6.701495820940363,3.3415960935822264,0.4648149666786699;18.75180776585784,3.2149276469940746,0.9755567559983049;17.30712122727245,4.590130142124345,1.1508793672863908;14.823616099803704,8.601171754409767,0.6971367483055011;2.19488913787052,15.468828720036653,0.672482931464661;3.8801173481371896,5.735634614816947,1.3736154820917472;15.765212890814778,14.974472197819745,2.183784989055052;8.205070358439627,16.846150631858936,1.9042231016580455;8.301782550193721,8.533041303716821,2.1067322321929316"
2,drone_9,5.832,11.709,11.030,3.930,"3.80960883591117,4.5599306203325565,2.4443522562902116;13.67795280032346,8.122664461340754,2.1723235736961364;6.399089213251682,6.2798101274652165,2.3168428491270863;6.749932277017514,9.043241998742467,1.6028910861250911;6.726786887109792,10.89590355045462,0.3431095407620157;17.89961666446795,11.313123781745587,0.2042274913856104;10.008786337714678,11.599765173836024,1.2605373978534935;5.78257828550693,8.838540824616135,2.4303219865486736;13.46199375613069,14.833089090905062,0.6134783856049795;18.744943401696098,4.365513610234855,1.0847371777694286;6.701495820940363,3.3415960935822264,0.4648149666786699;18.75180776585784,3.2149276469940746,0.9755567559983049;17.30712122727245,4.590130142124345,1.1508793672863908;14.823616099803704,8.601171754409767,0.6971367483055011;2.19488913787052,15.468828720036653,0.672482931464661;3.8801173481371896,5.735634614816947,1.3736154820917472;15.765212890814778,14.974472197819745,2.183784989055052;8.205070358439627,16.846150631858936,1.9042231016580455;8.301782550193721,8.533041303716821,2.1067322321929316"
3,drone_0,5.521,12.986,11.030,3.930,"3.80960883591117,4.5599306203325565,2.4443522562902116;13.67795280032346,8.122664461340754,2.1723235736961364;6.399089213251682,6.2798101274652165,2.3168428491270863;6.749932277017514,9.043241998742467,1.6028910861250911;6.726786887109792,10.89590355045462,0.3431095407620157;17.89961666446795,11.313123781745587,0.2042274913856104;10.008786337714678,11.599765173836024,1.2605373978534935;5.78257828550693,8.838540824616135,2.4303219865486736;13.46199375613069,14.833089090905062,0.6134783856049795;18.744943401696098,4.365513610234855,1.0847371777694286;6.701495820940363,3.3415960935822264,0.4648149666786699;18.75180776585784,3.2149276469940746,0.9755567559983049;17.30712122727245,4.590130142124345,1.1508793672863908;14.823616099803704,8.601171754409767,0.6971367483055011;2.19488913787052,15.468828720036653,0.672482931464661;3.8801173481371896,5.735634614816947,1.3736154820917472;15.765212890814778,14.974472197819745,2.183784989055052;8.205070358439627,16.846150631858936,1.9042231016580455;8.301782550193721,8.533041303716821,2.1067322321929316"
3,drone_1,3.462,11.433,11.030,3.930,"3.80960883591117,4.5599306203325565,2.4443522562902116;13.67795280032346,8.122664461340754,2.1723235736961364;6.399089213251682,6.2798101274652165,2.3168428491270863;6.749932277017514,9.043241998742467,1.6028910861250911;6.726786887109792,10.89590355045462,0.3431095407620157;17.89961666446795,11.313123781745587,0.2042274913856104;10.008786337714678,11.599765173836024,1.2605373978534935;5.78257828550693,8.838540824616135,2.4303219865486736;13.46199375613069,14.833089090905062,0.6134783856049795;18.744943401696098,4.365513610234855,1.0847371777694286;6.701495820940363,3.3415960935822264,0.4648149666786699;18.75180776585784,3.2149276469940746,0.9755567559983049;17.30712122727245,4.590130142124345,1.1508793672863908;14.823616099803704,8.601171754409767,0.6971367483055011;2.19488913787052,15.468828720036653,0.672482931464661;3.8801173481371896,5.735634614816947,1.3736154820917472;15.765212890814778,14.974472197819745,2.183784989055052;8.205070358439627,16.846150631858936,1.9042231016580455;8.301782550193721,8.533041303716821,2.1067322321929316"
3,drone_2,3.388,10.835,11.030,3.930,"3.80960883591117,4.5599306203325565,2.4443522562902116;13.67795280032346,8.122664461340754,2.1723235736961364;6.399089213251682,6.2798101274652165,2.3168428491270863;6.749932277017514,9.043241998742467,1.6028910861250911;6.726786887109792,10.89590355045462,0.3431095407620157;17.89961666446795,11.313123781745587,0.2042274913856104;10.008786337714678,11.599765173836024,1.2605373978534935;5.78257828550693,8.838540824616135,2.4303219865486736;13.46199375613069,14.833089090905062,0.6134783856049795;18.744943401696098,4.365513610234855,1.0847371777694286;6.701495820940363,3.3415960935822264,0.4648149666786699;18.75180776585784,3.2149276469940746,0.9755567559983049;17.30712122727245,4.590130142124345,1.1508793672863908;14.823616099803704,8.601171754409767,0.6971367483055011;2.19488913787052,15.468828720036653,0.672482931464661;3.8801173481371896,5.735634614816947,1.3736154820917472;15.765212890814778,14.974472197819745,2.183784989055052;8.205070358439627,16.846150631858936,1.9042231016580455;8.301782550193721,8.533041303716821,2.1067322321929316"
3,drone_3,4.603,12.455,11.030,3.930,"3.80960883591117,4.5599306203325565,2.4443522562902116;13.67795280032346,8.122664461340754,2.1723235736961364;6.399089213251682,6.2798101274652165,2.3168428491270863;6.749932277017514,9.043241998742467,1.6028910861250911;6.726786887109792,10.89590355045462,0.3431095407620157;17.89961666446795,11.313123781745587,0.2042274913856104;10.008786337714678,11.599765173836024,1.2605373978534935;5.78257828550693,8.838540824616135,2.4303219865486736;13.46199375613069,14.833089090905062,0.6134783856049795;18.744943401696098,4.365513610234855,1.0847371777694286;6.701495820940363,3.3415960935822264,0.4648149666786699;18.75180776585784,3.2149276469940746,0.9755567559983049;17.30712122727245,4.590130142124345,1.1508793672863908;14.823616099803704,8.601171754409767,0.6971367483055011;2.19488913787052,15.468828720036653,0.672482931464661;3.8801173481371896,5.735634614816947,1.3736154820917472;15.765212890814778,14.974472197819745,2.183784989055052;8.205070358439627,16.846150631858936,1.9042231016580455;8.301782550193721,8.533041303716821,2.1067322321929316"
3,drone_4,4.733,11.600,11.030,3.930,"3.80960883591117,4.5599306203325565,2.4443522562902116;13.67795280032346,8.122664461340754,2.1723235736961364;6.399089213251682,6.2798101274652165,2.3168428491270863;6.749932277017514,9.043241998742467,1.6028910861250911;6.726786887109792,10.89590355045462,0.3431095407620157;17.89961666446795,11.313123781745587,0.2042274913856104;10.008786337714678,11.599765173836024,1.2605373978534935;5.78257828550693,8.838540824616135,2.4303219865486736;13.46199375613069,14.833089090905062,0.6134783856049795;18.744943401696098,4.365513610234855,1.0847371777694286;6.701495820940363,3.3415960935822264,0.4648149666786699;18.75180776585784,3.2149276469940746,0.9755567559983049;17.30712122727245,4.590130142124345,1.1508793672863908;14.823616099803704,8.601171754409767,0.6971367483055011;2.19488913787052,15.468828720036653,0.672482931464661;3.8801173481371896,5.735634614816947,1.3736154820917472;15.765212890814778,14.974472197819745,2.183784989055052;8.205070358439627,16.846150631858936,1.9042231016580455;8.301782550193721,8.533041303716821,2.1067322321929316"
3,drone_5,3.505,12.297,11.030,3.930,"3.80960883591117,4.5599306203325565,2.4443522562902116;13.67795280032346,8.122664461340754,2.1723235736961364;6.399089213251682,6.2798101274652165,2.3168428491270863;6.749932277017514,9.043241998742467,1.6028910861250911;6.726786887109792,10.89590355045462,0.3431095407620157;17.89961666446795,11.313123781745587,0.2042274913856104;10.008786337714678,11.599765173836024,1.2605373978534935;5.78257828550693,8.838540824616135,2.4303219865486736;13.46199375613069,14.833089090905062,0.6134783856049795;18.744943401696098,4.365513610234855,1.0847371777694286;6.701495820940363,3.3415960935822264,0.4648149666786699;18.75180776585784,3.2149276469940746,0.9755567559983049;17.30712122727245,4.590130142124345,1.1508793672863908;14.823616099803704,8.601171754409767,0.6971367483055011;2.19488913787052,15.468828720036653,0.672482931464661;3.8801173481371896,5.735634614816947,1.3736154820917472;15.765212890814778,14.974472197819745,2.183784989055052;8.205070358439627,16.846150631858936,1.9042231016580455;8.301782550193721,8.533041303716821,2.1067322321929316"
3,drone_6,5.990,12.281,11.030,3.930,"3.80960883591117,4.5599306203325565,2.4443522562902116;13.67795280032346,8.122664461340754,2.1723235736961364;6.399089213251682,6.2798101274652165,2.3168428491270863;6.749932277017514,9.043241998742467,1.6028910861250911;6.726786887109792,10.89590355045462,0.3431095407620157;17.89961666446795,11.313123781745587,0.2042274913856104;10.008786337714678,11.599765173836024,1.2605373978534935;5.78257828550693,8.838540824616135,2.4303219865486736;13.46199375613069,14.833089090905062,0.6134783856049795;18.744943401696098,4.365513610234855,1.0847371777694286;6.701495820940363,3.3415960935822264,0.4648149666786699;18.75180776585784,3.2149276469940746,0.9755567559983049;17.30712122727245,4.590130142124345,1.1508793672863908;14.823616099803704,8.601171754409767,0.6971367483055011;2.19488913787052,15.468828720036653,0.672482931464661;3.8801173481371896,5.735634614816947,1.3736154820917472;15.765212890814778,14.974472197819745,2.183784989055052;8.205070358439627,16.846150631858936,1.9042231016580455;8.301782550193721,8.533041303716821,2.1067322321929316"
3,drone_7,4.700,13.303,11.030,3.930,"3.80960883591117,4.5599306203325565,2.4443522562902116;13.67795280032346,8.122664461340754,2.1723235736961364;6.399089213251682,6.2798101274652165,2.3168428491270863;6.749932277017514,9.043241998742467,1.6028910861250911;6.726786887109792,10.89590355045462,0.3431095407620157;17.89961666446795,11.313123781745587,0.2042274913856104;10.008786337714678,11.599765173836024,1.2605373978534935;5.78257828550693,8.838540824616135,2.4303219865486736;13.46199375613069,14.833089090905062,0.6134783856049795;18.744943401696098,4.365513610234855,1.0847371777694286;6.701495820940363,3.3415960935822264,0.4648149666786699;18.75180776585784,3.2149276469940746,0.9755567559983049;17.30712122727245,4.590130142124345,1.1508793672863908;14.823616099803704,8.601171754409767,0.6971367483055011;2.19488913787052,15.468828720036653,0.672482931464661;3.8801173481371896,5.735634614816947,1.3736154820917472;15.765212890814778,14.974472197819745,2.183784989055052;8.205070358439627,16.846150631858936,1.9042231016580455;8.301782550193721,8.533041303716821,2.1067322321929316"
3,drone_8,2.653,12.339,11.030,3.930,"3.80960883591117,4.5599306203325565,2.4443522562902116;13.67795280032346,8.122664461340754,2.1723235736961364;6.399089213251682,6.2798101274652165,2.3168428491270863;6.749932277017514,9.043241998742467,1.6028910861250911;6.726786887109792,10.89590355045462,0.3431095407620157;17.89961666446795,11.313123781745587,0.2042274913856104;10.008786337714678,11.599765173836024,1.2605373978534935;5.78257828550693,8.838540824616135,2.4303219865486736;13.46199375613069,14.833089090905062,0.6134783856049795;18.744943401696098,4.365513610234855,1.0847371777694286;6.701495820940363,3.3415960935822264,0.4648149666786699;18.75180776585784,3.2149276469940746,0.9755567559983049;17.30712122727245,4.590130142124345,1.1508793672863908;14.823616099803704,8.601171754409767,0.6971367483055011;2.19488913787052,15.468828720036653,0.672482931464661;3.8801173481371896,5.735634614816947,1.3736154820917472;15.765212890814778,14.974472197819745,2.183784989055052;8.205070358439627,16.846150631858936,1.9042231016580455;8.301782550193721,8.533041303716821,2.1067322321929316"
3,drone_9,5.996,11.762,11.030,3.930,"3.80960883591117,4.5599306203325565,2.4443522562902116;13.67795280032346,8.122664461340754,2.1723235736961364;6.399089213251682,6.2798101274652165,2.3168428491270863;6.749932277017514,9.043241998742467,1.6028910861250911;6.726786887109792,10.89590355045462,0.3431095407620157;17.89961666446795,11.313123781745587,0.2042274913856104;10.008786337714678,11.599765173836024,1.2605373978534935;5.78257828550693,8.838540824616135,2.4303219865486736;13.46199375613069,14.833089090905062,0.6134783856049795;18.744943401696098,4.365513610234855,1.0847371777694286;6.701495820940363,3.3415960935822264,0.4648149666786699;18.75180776585784,3.2149276469940746,0.9755567559983049;17.30712122727245,4.590130142124345,1.1508793672863908;14.823616099803704,8.601171754409767,0.6971367483055011;2.19488913787052,15.468828720036653,0.672482931464661;3.8801173481371896,5.735634614816947,1.3736154820917472;15.765212890814778,14.974472197819745,2.183784989055052;8.205070358439627,16.846150631858936,1.9042231016580455;8.301782550193721,8.533041303716821,2.1067322321929316"
4,drone_0,5.669,12.994,11.030,3.930,"3.80960883591117,4.5599306203325565,2.4443522562902116;13.67795280032346,8.122664461340754,2.1723235736961364;6.399089213251682,6.2798101274652165,2.3168428491270863;6.749932277017514,9.043241998742467,1.6028910861250911;6.726786887109792,10.89590355045462,0.3431095407620157;17.89961666446795,11.313123781745587,0.2042274913856104;10.008786337714678,11.599765173836024,1.2605373978534935;5.78257828550693,8.838540824616135,2.4303219865486736;13.46199375613069,14.833089090905062,0.6134783856049795;18.744943401696098,4.365513610234855,1.0847371777694286;6.701495820940363,3.3415960935822264,0.4648149666786699;18.75180776585784,3.2149276469940746,0.9755567559983049;17.30712122727245,4.590130142124345,1.1508793672863908;14.823616099803704,8.601171754409767,0.6971367483055011;2.19488913787052,15.468828720036653,0.672482931464661;3.8801173481371896,5.735634614816947,1.3736154820917472;15.765212890814778,14.974472197819745,2.183784989055052;8.205070358439627,16.846150631858936,1.9042231016580455;8.301782550193721,8.533041303716821,2.1067322321929316"
4,drone_1,3.610,11.433,11.030,3.930,"3.80960883591117,4.5599306203325565,2.4443522562902116;13.67795280032346,8.122664461340754,2.1723235736961364;6.399089213251682,6.2798101274652165,2.3168428491270863;6.749932277017514,9.043241998742467,1.6028910861250911;6.726786887109792,10.89590355045462,0.3431095407620157;17.89961666446795,11.313123781745587,0.2042274913856104;10.008786337714678,11.599765173836024,1.2605373978534935;5.78257828550693,8.838540824616135,2.4303219865486736;13.46199375613069,14.833089090905062,0.6134783856049795;18.744943401696098,4.365513610234855,1.0847371777694286;6.701495820940363,3.3415960935822264,0.4648149666786699;18.75180776585784,3.2149276469940746,0.9755567559983049;17.30712122727245,4.590130142124345,1.1508793672863908;14.823616099803704,8.601171754409767,0.6971367483055011;2.19488913787052,15.468828720036653,0.672482931464661;3.8801173481371896,5.735634614816947,1.3736154820917472;15.765212890814778,14.974472197819745,2.183784989055052;8.205070358439627,16.846150631858936,1.9042231016580455;8.301782550193721,8.533041303716821,2.1067322321929316"
